Name,URL,Image,Type,Interface,Capacity,Price / GB,Color,Price
Western Digital My Passport Air,https://pcpartpicker.com/product/j3qdnQ/western-digital-external-hard-drive-wdbblw5000aalnesn,https://m.media-amazon.com/images/I/413mwbiX9NL.jpg,Portable,USB Type-A 3.2 Gen 1,500 GB,,,
LaCie Porsche Design,https://pcpartpicker.com/product/dVh9TW/lacie-external-hard-drive-302000,https://m.media-amazon.com/images/I/41yYWGKMQsL.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,,
LaCie Porsche Design,https://pcpartpicker.com/product/ZWW9TW/lacie-external-hard-drive-301998,https://images-na.ssl-images-amazon.com/images/I/316-zkf5XpL.jpg,Portable,USB Type-A 3.2 Gen 1,500 GB,,,
LaCie Rugged,https://pcpartpicker.com/product/sXTmP6/lacie-external-hard-drive-301983,https://cdna.pcpartpicker.com/static/forever/images/product/2dfa3b8f373126b38f809ebc907e15b7.256p.jpg,Portable,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",500 GB,,,
LaCie Rugged,https://pcpartpicker.com/product/D6TmP6/lacie-external-hard-drive-301982,https://m.media-amazon.com/images/I/31ZuLstclOL.jpg,Portable,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",500 GB,,,
LaCie Rikiki,https://pcpartpicker.com/product/qRLypg/lacie-external-hard-drive-301949,https://m.media-amazon.com/images/I/31VD6ePTa3L.jpg,Portable,USB Type-A 3.2 Gen 1,500 GB,,,
LaCie Rugged Mini,https://pcpartpicker.com/product/v7fp99/lacie-external-hard-drive-301556,https://m.media-amazon.com/images/I/31JW9h6fW8L.jpg,Portable,USB Type-A 3.2 Gen 1,500 GB,,,
LaCie Rugged Mini,https://pcpartpicker.com/product/xvg323/lacie-external-hard-drive-301555,https://m.media-amazon.com/images/I/41+g+X6v+JL.jpg,Portable,USB Type-A 3.2 Gen 1,500 GB,,,
Buffalo Technology MiniStation Extreme,https://pcpartpicker.com/product/Bb4gXL/buffalo-technology-external-hard-drive-hdpz500u3r,https://m.media-amazon.com/images/I/41h+k9rqU2L.jpg,Portable,USB Type-A 3.2 Gen 1,500 GB,,,
Buffalo Technology MiniStation Extreme,https://pcpartpicker.com/product/hk4gXL/buffalo-technology-external-hard-drive-hdpz500u3b,https://m.media-amazon.com/images/I/41hfncscJHL.jpg,Portable,USB Type-A 3.2 Gen 1,500 GB,,,
Buffalo Technology MiniStation Extreme,https://pcpartpicker.com/product/w2phP6/buffalo-technology-external-hard-drive-hdpz10u3s,https://m.media-amazon.com/images/I/4143hOhNq7L.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,,
Buffalo Technology MiniStation Extreme,https://pcpartpicker.com/product/fVh9TW/buffalo-technology-external-hard-drive-hdpz10u3r,https://m.media-amazon.com/images/I/41ymk8uU8GL.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,,
Buffalo Technology MiniStation Extreme,https://pcpartpicker.com/product/f6TmP6/buffalo-technology-external-hard-drive-hdpz10u3b,https://m.media-amazon.com/images/I/41htFESOiLL.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,,
Buffalo Technology MiniStation ,https://pcpartpicker.com/product/9B8Zxr/buffalo-technology-external-hard-drive-hdpcf500u3b,https://images-na.ssl-images-amazon.com/images/I/41iUVHxn1tL.jpg,Portable,USB Type-A 3.2 Gen 1,500 GB,,,
Buffalo Technology MiniStation ,https://pcpartpicker.com/product/29sKHx/buffalo-technology-external-hard-drive-hdpcf20u3gb,https://images-na.ssl-images-amazon.com/images/I/41H8udWek7L.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,,,
Buffalo Technology MiniStation ,https://pcpartpicker.com/product/2dphP6/buffalo-technology-external-hard-drive-hdpcf10u3bb,https://m.media-amazon.com/images/I/41LJVj6pAyL.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,,
ADATA DashDrive,https://pcpartpicker.com/product/qB8Zxr/a-data-external-hard-drive-ahv6201tu3cbk,https://cdna.pcpartpicker.com/static/forever/images/product/71ee7d674eb4577308c84a94e36e9c54.256p.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,,
