Name,Manufacturer,Part #,Screen Size,Resolution,Refresh Rate,Response Time (G2G),Panel Type,Aspect Ratio,Color,Brightness,Pixel Pitch,Widescreen,Curved Screen,Frame Sync,Built-in Speakers,VESA Mounting,Viewing Angle,Inputs
Dell Alienware AW2724DM,Dell , AW2724DM | 210-BHBL | GAME-AW2724DM | 210-BHTL | ,"27"" ",2560 x 1440 ,165 Hz ,1 ms ,IPS ,16:9 ,Black ,600 cd/m² ,0.233 mm ,Yes ,No , FreeSync Premium Pro | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 2 x DisplayPort 1.4 | 1 x HDMI 2.1 | 
Asus ProArt PA279CRV,Asus , PA279CRV | 90LM08E0-B01K70 | 90LM08E0-B01KB0 | ,"27"" ",3840 x 2160 ,60 Hz ,5 ms ,IPS ,16:9 ,Silver ,400 cd/m² ,0.156 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
KTC H24T09P,KTC ,H24T09P ,"23.8"" ",1920 x 1080 ,165 Hz ,1 ms ,IPS ,16:9 ,Black ,300 cd/m² ,0.274 mm ,Yes ,No , FreeSync | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 2 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
MSI Modern MD342CQPW,MSI ,Modern MD342CQPW ,"34"" ",3440 x 1440 ,120 Hz ,4 ms ,VA ,21:9 ,White ,300 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync ,Yes ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.4a | 2 x HDMI 2.0b | 
Dell E2020H,Dell , DELL-E2020H | 210-AURO | ,"19.5"" ",1600 x 900 ,60 Hz ,5 ms ,TN ,16:9 ,Black ,250 cd/m² ,0.27 mm ,Yes ,No ,None ,No ,,170° H x 160° V , 1 x DisplayPort | 1 x VGA | 
KTC H25X7,KTC ,H25X7 ,"24.5"" ",1920 x 1080 ,400 Hz ,,IPS ,16:9 ,Silver ,400 cd/m² ,0.282 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 2 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
MSI MAG 32CQ6F,MSI , MAG 32CQ6F | 9S6-3DC91M-004 | 9S6-3DC91M-001 | ,"31.5"" ",2560 x 1440 ,180 Hz ,0.5 ms ,VA ,16:9 ,Black ,400 cd/m² ,0.272 mm ,Yes ,Yes ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0b | 
Gigabyte M32U,Gigabyte , M32U | M32U-EK | M32U-SA | 20VM0-M32UBT-1EKR | M32U-AE | ,"31.5"" ",3840 x 2160 ,144 Hz ,,IPS ,16:9 ,Black ,350 cd/m² ,0.182 mm ,Yes ,No ,FreeSync Premium Pro ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
MSI Pro,MSI ,Pro MP273AW ,"27"" ",1920 x 1080 ,100 Hz ,4 ms ,IPS ,16:9 ,White ,,0.311 mm ,Yes ,No ,FreeSync ,Yes ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.2a | 1 x HDMI 1.4 | 1 x VGA | 
KTC G42P5,KTC ,G42P5 ,"42"" ",3840 x 2160 ,138 Hz ,0.1 ms ,OLED ,16:9 ,Black ,600 cd/m² ,0.242 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 1 x USB Type-C | 
Asus TUF Gaming VG249Q1A,Asus , VG249Q1A | 90LM06J1-B01170 | TUF Gaming VG249Q1A | 90LM06J1-B011B0 | 90LM06J1-B02170 | ,"23.8"" ",1920 x 1080 ,165 Hz ,,IPS ,16:9 ,,250 cd/m² ,0.274 mm ,Yes ,No ,FreeSync Premium ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.2 | 2 x HDMI 1.4 | 
KOORUI 27E3QK,KOORUI ,27E3QK ,"27"" ",2560 x 1440 ,240 Hz ,1 ms ,IPS ,16:9 ,Black ,,0.233 mm ,Yes ,No ,FreeSync Premium ,No ,,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Asus TUF Gaming VG249QM1A,Asus , 90LM06J0-B023B0 | VG249QM1A | 90lm06j0-b02370 | ,"23.8"" ",1920 x 1080 ,270 Hz ,1 ms ,IPS ,16:9 ,Black ,350 cd/m² ,0.274 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.2 | 2 x HDMI 2.0 | 
AOC C32G2,AOC ,C32G2 ,"32"" ",1920 x 1080 ,165 Hz ,,,16:9 ,Black / Red ,250 cd/m² ,0.369 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V ,
LG 27GL850-B,LG , 27GL850-B | 27GL850-B.AEU | ,"27"" ",2560 x 1440 ,144 Hz ,1 ms ,IPS ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,No , FreeSync | G-Sync Compatible | ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Sceptre C275W-1920RN,Sceptre ,C275W-1920RN ,"27"" ",1920 x 1080 ,75 Hz ,8 ms ,VA ,16:9 ,Black / Silver ,250 cd/m² ,0.311 mm ,Yes ,Yes ,None ,Yes ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Samsung Odyssey OLED G95SD,Samsung , LS49DG954SUXEN | LS49DG950SUXEN | ,"49"" ",5120 x 1440 ,240 Hz ,0.03 ms ,QD-OLED ,32:9 ,Black / Silver ,250 cd/m² ,0.234 mm ,Yes ,Yes ,FreeSync Premium Pro ,Yes ,,178° H x 178° V , 1 x DisplayPort 1.4 | 1 x HDMI 2.1 | 1 x Micro-HDMI 2.1 | 
Samsung Odyssey OLED G91SD,Samsung , LS49DG910SNXZA | LS49FG912EEXXY | LS49DG910SUXEN | LS49DG912SUXEN | ,"49"" ",5120 x 1440 ,144 Hz ,0.03 ms ,QD-OLED ,32:9 ,Silver ,250 cd/m² ,0.234 mm ,Yes ,Yes , FreeSync Premium Pro | G-Sync Compatible | ,No ,,178° H x 178° V , 1 x DisplayPort 1.4 | 1 x HDMI 2.1 | 1 x Micro-HDMI 2.1 | 
Asus ROG Strix XG49VQ,Asus , XG49VQ | 90LM04H0-B01170 | ,"49"" ",3840 x 1080 ,144 Hz ,4 ms ,VA ,32:9 ,Black ,400 cd/m² ,0.312 mm ,Yes ,Yes ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
KTC H27T22S,KTC ,H27T22S ,"27"" ",2560 x 1440 ,180 Hz ,1 ms ,IPS ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 2 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Pixio PX279 Wave,Pixio ,PX279WAVEW ,"27"" ",1920 x 1080 ,240 Hz ,1 ms ,IPS ,16:9 ,White ,350 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,Yes ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
KTC M27T6,KTC ,M27T6 ,"27"" ",2560 x 1440 ,180 Hz ,,VA Mini LED ,16:9 ,White / Black ,1400 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Samsung Odyssey G9 G95C,Samsung ,LS49CG954ENXZA ,"49"" ",5120 x 1440 ,240 Hz ,1 ms ,VA ,32:9 ,Black ,1000 cd/m² ,0.234 mm ,Yes ,Yes ,FreeSync Premium Pro ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
ViewSonic VX2718-P-MHD,ViewSonic ,VX2718-P-MHD ,"27"" ",1920 x 1080 ,165 Hz ,5 ms ,VA ,16:9 ,,250 cd/m² ,0.311 mm ,Yes ,No ,None ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort | 2 x HDMI 1.4 | 
Samsung Odyssey G5 C34G55T,Samsung ,LC34G55TWWNXZA ,"34"" ",3440 x 1440 ,165 Hz ,,VA ,21:9 ,Black ,250 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync Premium ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
MSI PRO MP275 E2,MSI ,PRO MP275 E2 ,"27"" ",1920 x 1080 ,120 Hz ,4 ms ,IPS ,16:9 ,Black ,300 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.2a | 1 x HDMI 2.0 | 1 x VGA | 
Lenovo Legion Pro 34WD-10,Lenovo , 67C9UAC1US | 67c9uac1au | 67C9UAC1UK | 67C9UAC1EU | ,"34"" ",3440 x 1440 ,240 Hz ,0.3 ms ,OLED ,21:9 ,White / Black ,450 cd/m² ,0.232 mm ,Yes ,No ,FreeSync Premium Pro ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 1 x USB Type-C | 
KTC H32S17,KTC ,H32S17 ,"31.5"" ",2560 x 1440 ,165 Hz ,3 ms ,VA ,16:9 ,Black ,300 cd/m² ,0.272 mm ,Yes ,Yes , FreeSync Premium | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 2 x DisplayPort 1.2 | 1 x HDMI 2.0 | 
ASRock Phantom Gaming PG27QRT2A,ASRock , PG27QRT2A | 90LXA0E0-A0E1A0V | ,"27"" ",2560 x 1440 ,180 Hz ,,VA ,16:9 ,Black ,300 cd/m² ,0.233 mm ,Yes ,Yes ,FreeSync ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
ViewSonic XG2431,ViewSonic ,XG2431 ,"23.8"" ",1920 x 1080 ,240 Hz ,,IPS ,16:9 ,Black ,350 cd/m² ,0.274 mm ,Yes ,No ,FreeSync Premium ,Yes ,,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
LG 22MP410-B,LG , 22MP410-B | 22MP410-B.AEU | ,"21.5"" ",1920 x 1080 ,75 Hz ,20 ms ,VA ,16:9 ,,250 cd/m² ,0.248 mm ,Yes ,No ,FreeSync ,No ,75 x 75 ,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Samsung Odyssey G70F,Samsung ,LS27FG706ENXZA ,"27"" ",3840 x 2160 ,180 Hz ,1 ms ,IPS ,16:9 ,Black ,350 cd/m² ,0.156 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
MSI G274QPF-QD,MSI ,G274QPF-QD ,"27"" ",2560 x 1440 ,170 Hz ,1 ms ,IPS ,16:9 ,Black ,400 cd/m² ,0.233 mm ,Yes ,No ,FreeSync Premium ,No ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0b | 
Asus ROG Strix XG27ACMS,Asus , XG27ACMS | 90LM0BE0-B01171 | 90LM0BE0-B011B3 | ,"27"" ",2560 x 1440 ,320 Hz ,1 ms ,,16:9 ,Black ,500 cd/m² ,0.233 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 1 x HDMI 2.1 | 
Asus ROG Strix XG27AQMR,Asus , ROG Strix XG27AQMR | 90LM08K0-B01170 | Strix XG27AQMR | 90LM08K0-B011B0 | XG27AQMR | ,"27"" ",2560 x 1440 ,300 Hz ,1 ms ,IPS ,16:9 ,,600 cd/m² ,0.233 mm ,Yes ,No , FreeSync Premium Pro | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Asus VG32VQ1B,Asus , VG32VQ1B | 90LM0661-B01170 | ,"31.5"" ",2560 x 1440 ,165 Hz ,,VA ,16:9 ,Black ,250 cd/m² ,0.272 mm ,Yes ,Yes , FreeSync | FreeSync Premium | ,Yes ,,178° H x 178° V , 1 x DisplayPort 1.2 | 2 x HDMI 2.0 | 
LG UltraGear ‎27GN650-B,LG , 27GN650-B | 27GN650-B.AEU | ,"27"" ",1920 x 1080 ,144 Hz ,1 ms ,IPS ,16:9 ,Black / Red ,350 cd/m² ,0.311 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Asus ProArt PQ22UC,Asus , PQ22UC | 90LM0470-B013B0 | 90LM047E-B01370 | ,"21.6"" ",3840 x 2160 ,60 Hz ,1 ms ,OLED ,16:9 ,,330 cd/m² ,0.125 mm ,Yes ,No ,None ,No ,,178° H x 178° V ,2 x VirtualLink 
Dell S3222DGM,Dell , S3222DGM | HCR0M | 210-AZZR | ,"31.5"" ",2560 x 1440 ,165 Hz ,2 ms ,VA ,16:9 ,Black ,350 cd/m² ,0.272 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Acer Predator X27U X1bmiiphx,Acer , UM.GXXAA.101 | X27U X1bmiiphx | ,"26.5"" ",2560 x 1440 ,240 Hz ,0.03 ms ,QD-OLED ,16:9 ,Black ,1000 cd/m² ,0.229 mm ,Yes ,No ,FreeSync Premium Pro ,Yes ,,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
Gigabyte AORUS FO32U2,Gigabyte , FO32U2 | AORUS FO32U2 | AORUS FO32U2 EK | ,"31.5"" ",3840 x 2160 ,240 Hz ,0.03 ms ,QD-OLED ,16:9 ,Black ,1000 cd/m² ,0.182 mm ,Yes ,No ,FreeSync Premium Pro ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 1 x USB Type-C | 
MSI Optix G24C4,MSI ,Optix G24C4 ,"23.6"" ",1920 x 1080 ,144 Hz ,1 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.272 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
AOC U27B3A,AOC ,U27B3A ,"27"" ",3840 x 2160 ,60 Hz ,4 ms ,IPS ,16:9 ,Black ,350 cd/m² ,0.156 mm ,Yes ,No ,FreeSync ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Gigabyte AORUS FO27Q3,Gigabyte , FO27Q3 | AORUS FO27Q3 | AORUS FO27Q3 EK | ,"27"" ",2560 x 1440 ,360 Hz ,0.03 ms ,QD-OLED ,16:9 ,Black ,1000 cd/m² ,0.233 mm ,Yes ,No ,FreeSync Premium Pro ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 1 x USB Type-C | 
Asus ROG Strix XG32UCG,Asus , ROG Strix XG32UCG | Strix XG32UCG | XG32UCG | ,"31.5"" ",3840 x 2160 ,160 Hz ,1 ms ,IPS ,16:9 ,Black ,400 cd/m² ,0.182 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 1 x HDMI 2.1 | 1 x USB Type-C | 
HP OMEN 34c,HP , OMEN 34c | 780k8aa#abu | 780K8AA#ABA | ,"34"" ",3440 x 1440 ,165 Hz ,1 ms ,VA ,21:9 ,Black ,400 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync Premium ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Acer Nitro XV272U Vbmiiprx,Acer , XV272U Vbmiiprx | UM.HX2AA.V02 | ,"27"" ",2560 x 1440 ,170 Hz ,,IPS ,16:9 ,Black / Red ,400 cd/m² ,0.233 mm ,Yes ,No ,FreeSync Premium ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
MSI Pro,MSI , Pro MP273A | 9S6-3PB4CH-068 | ,"27"" ",1920 x 1080 ,100 Hz ,4 ms ,IPS ,16:9 ,Black ,,0.311 mm ,Yes ,No ,FreeSync ,Yes ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.2a | 1 x HDMI 1.4 | 1 x VGA | 
BenQ ZOWIE XL2546X+,BenQ ,XL2546X+ ,"24.1"" ",1920 x 1080 ,280 Hz ,,TN ,16:9 ,Black ,320 cd/m² ,0.278 mm ,Yes ,No ,FreeSync ,No ,100 x 100 ,170° H x 160° V , 1 x DisplayPort 1.2 | 3 x HDMI 2.0 | 
Gigabyte GS27FA,Gigabyte , GS27FA | GS27FA EU | ,"27"" ",1920 x 1080 ,190 Hz ,,IPS ,16:9 ,Black ,300 cd/m² ,0.311 mm ,Yes ,No ,None ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Samsung ARK,Samsung , LS55BG970NNXGO | LS55BG970NUXXU | LS55BG970NEXXY | LS55BG970NUXEN | LS55BG970NMXUE | ,"55"" ",3840 x 2160 ,165 Hz ,1 ms ,VA ,16:9 ,Black ,1000 cd/m² ,0.317 mm ,Yes ,Yes ,FreeSync Premium Pro ,Yes ,200 x 200 ,178° H x 178° V ,1 x HDMI 2.1 
AOC AG276QZD,AOC ,AG276QZD ,"26.5"" ",2560 x 1440 ,240 Hz ,0.03 ms ,OLED ,16:9 ,Black ,800 cd/m² ,0.229 mm ,Yes ,No , FreeSync | G-Sync Compatible | ,Yes ,100 x 100 ,178° H x 178° V , 2 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
AOC AGON Pro AG276UZD,AOC ,AG276UZD ,"26.5"" ",3840 x 2160 ,240 Hz ,0.03 ms ,QD-OLED ,16:9 ,Black ,,0.153 mm ,Yes ,No ,FreeSync ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 2.1 | 2 x HDMI 2.1 | 1 x USB Type-C | 
Gigabyte GS27Q X,Gigabyte , GS27Q X | GS27Q X EU | ,"27"" ",2560 x 1440 ,250 Hz ,,IPS ,16:9 ,Black ,300 cd/m² ,0.233 mm ,Yes ,No ,FreeSync Premium ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Asus ROG Strix XG27WCS,Asus , XG27WCS | ROG Strix XG27WCS | 90LM09P1-B01370 | ,"27"" ",2560 x 1440 ,180 Hz ,1 ms ,VA ,16:9 ,Black ,400 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 1 x HDMI 2.0 | 1 x USB Type-C | 
ViewSonic VX2758A-2K-PRO-2,ViewSonic ,VX2758A-2K-PRO-2 ,"27"" ",2560 x 1440 ,185 Hz ,,IPS ,16:9 ,Black ,300 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
LG 32GN600-B,LG , 32GN600-B | 32GN600-B.AEU | ,"31.5"" ",2560 x 1440 ,165 Hz ,5 ms ,VA ,16:9 ,Black / Red ,350 cd/m² ,0.272 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Samsung Odyssey G51C,Samsung , LS27CG510EUXXU | LS27CG510EUXEN | ,"27"" ",2560 x 1440 ,165 Hz ,,VA ,16:9 ,Black ,300 cd/m² ,0.233 mm ,Yes ,No ,FreeSync Premium ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
LG UltraGear 34GP63A-B,LG ,34GP63A-B ,"34"" ",3440 x 1440 ,160 Hz ,5 ms ,VA ,21:9 ,Black ,300 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync Premium ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
MSI MAG 321CUP,MSI , MAG 321CUP | 9S6-3DC54A-012 | ,"31.5"" ",3840 x 2160 ,160 Hz ,,VA ,16:9 ,Black ,350 cd/m² ,0.182 mm ,Yes ,Yes ,FreeSync Premium ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4a | 2 x HDMI 2.1 | 1 x USB Type-C | 
Asus VA24EHE,Asus , VA24EHE | 90LM0560-B011B0 | 90LM0560-B01170 | 90LM0569-B01170 | ,"23.8"" ",1920 x 1080 ,75 Hz ,,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DVI-D Dual Link | 1 x HDMI | 1 x VGA | 
Samsung Odyssey G65B,Samsung , LS27BG652ENXGO | S27BG652EN | ,"27"" ",2560 x 1440 ,240 Hz ,1 ms ,VA ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,Yes ,FreeSync Premium Pro ,Yes ,,178° H x 178° V ,
Asus VP228H,Asus ,VP228H ,"21.5"" ",1920 x 1080 ,60 Hz ,1 ms ,TN ,16:9 ,,250 cd/m² ,0.248 mm ,Yes ,No ,None ,Yes ,,170° H x 160° V , 1 x DVI | 1 x HDMI | 1 x VGA | 
Dell C1422H,Dell , C1422H | 210-BBIJ | 8TJ3R | DELL-C1422H | 210-AZZZ | ,"14"" ",1920 x 1080 ,60 Hz ,,IPS ,16:9 ,,300 cd/m² ,0.161 mm ,Yes ,No ,None ,No ,,178° H x 178° V ,2 x USB Type-C 
LG UltraFine 27US550-W,LG , 27US550-W | 27US550-W.AEU | ,"27"" ",3840 x 2160 ,60 Hz ,5 ms ,IPS ,16:9 ,Silver ,300 cd/m² ,0.156 mm ,Yes ,No ,None ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI | 
Asus VZ249QG1R,Asus , 90LM05W1-B02EB0 | VZ249QG1R | ,"23.8"" ",1920 x 1080 ,75 Hz ,,IPS ,16:9 ,,250 cd/m² ,0.274 mm ,Yes ,No ,FreeSync ,Yes ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.2 | 1 x HDMI 1.4 | 
MSI G244F E2,MSI , G244F E2 | 9S6-3BB4CH-021 | ,"23.8"" ",1920 x 1080 ,180 Hz ,1 ms ,IPS ,16:9 ,Black ,300 cd/m² ,0.274 mm ,Yes ,No ,FreeSync ,No ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.2a | 2 x HDMI 2.0b | 
LG 27EP950,LG , 27EP950 | 27EP950-B | ,"27"" ",3840 x 2160 ,60 Hz ,1 ms ,OLED ,16:9 ,,250 cd/m² ,0.156 mm ,Yes ,No ,None ,No ,100 x 100 ,178° H x 178° V , 2 x DisplayPort | 1 x HDMI | 1 x USB Type-C | 
MSI Optix G241,MSI , Optix G241 | 9S6-3BA41T-006 | 9S6-3BA41T-002 | G241 | ,"23.8"" ",1920 x 1080 ,144 Hz ,1 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Asus TUF Gaming VG32AQA1A,Asus , 90LM07L0-B033B0 | VG32AQA1A | TUF Gaming VG32AQA1A | 90LM07L0-B02370 | ,"31.5"" ",2560 x 1440 ,170 Hz ,,VA ,16:9 ,Black ,300 cd/m² ,0.272 mm ,Yes ,No ,FreeSync Premium ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.2 | 2 x HDMI 2.0 | 
MSI Pro MP241X,MSI , Pro MP241X | 9S6-3BA9CH-031 | ,"23.8"" ",1920 x 1080 ,75 Hz ,4 ms ,VA ,16:9 ,,250 cd/m² ,0.274 mm ,Yes ,No ,None ,No ,75 x 75 ,178° H x 178° V , 1 x HDMI 1.4 | 1 x VGA | 
Pixio PX278 Wave,Pixio ,PX278WAVEK ,"27"" ",2560 x 1440 ,180 Hz ,1 ms ,IPS ,16:9 ,Pink ,350 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,Yes ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
MSI G274QPF,MSI ,G274QPF ,"27"" ",2560 x 1440 ,170 Hz ,1 ms ,IPS ,16:9 ,Black ,,0.233 mm ,Yes ,No , FreeSync | G-Sync Compatible | ,No ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.4a | 2 x HDMI 2.0b | 1 x USB Type-C | 
Pixio PX279 Wave,Pixio ,PX279WAVEK ,"27"" ",1920 x 1080 ,240 Hz ,1 ms ,IPS ,16:9 ,Pink ,350 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,Yes ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Samsung Odyssey Neo G7 G75NB,Samsung ,LS32BG750NPXEN ,"32"" ",3840 x 2160 ,165 Hz ,1 ms ,Mini LED ,16:9 ,Black ,2000 cd/m² ,0.184 mm ,Yes ,Yes , FreeSync Premium Pro | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
Asus ProArt Display PA27JCV,Asus , PA27JCV | ProArt Display PA27JCV | 90LM0AL0-B01KB0 | 90LM0AL0-B01K70 | ,"27"" ",5120 x 2880 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,500 cd/m² ,0.117 mm ,Yes ,No ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 1 x HDMI 2.1 | 1 x USB Type-C | 
MSI Optix G274QRFW,MSI , G274QRFW | OPTIX G274QRFW | ,"27"" ",2560 x 1440 ,170 Hz ,1 ms ,IPS ,16:9 ,White ,300 cd/m² ,0.233 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,No ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0b | 
Acer Nitro ED270U S3,Acer , ED270U S3 | UM.HE0SA.302 | UM.HE0SG.301 | ,"27"" ",2560 x 1440 ,180 Hz ,,VA ,16:9 ,,250 cd/m² ,0.233 mm ,Yes ,Yes ,FreeSync ,Yes ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Asus ProArt Display PA27DCE-K,Asus , 90LM0810-B02IB0 | PA27DCE-K | 90LM0810-B01I70 | ,"26.9"" ",3840 x 2160 ,60 Hz ,0.1 ms ,OLED ,16:9 ,Black ,350 cd/m² ,0.155 mm ,Yes ,No ,None ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 3 x HDMI 2.0 | 1 x USB Type-C 3.2 Gen 1 | 
HP OMEN 32 Transcend,HP , Omen 32 Transcend | 9R181AA#ABA | ,"31.5"" ",3840 x 2160 ,240 Hz ,0.03 ms ,QD-OLED ,16:9 ,Black ,250 cd/m² ,0.182 mm ,Yes ,No , FreeSync Premium Pro | G-Sync Compatible | ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 2.1 | 2 x HDMI 2.1 | 1 x USB Type-C 3.2 Gen 2 | 
MSI G244F,MSI ,G244F ,"23.8"" ",1920 x 1080 ,170 Hz ,1 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,FreeSync Premium ,No ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.2a | 2 x HDMI 2.0b | 
