Name,Manufacturer,Part #,Series,Microarchitecture,Core Family,Socket,Core Count,Thread Count,Performance Core Clock,Performance Core Boost Clock,L2 Cache,L3 Cache,TDP,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading,Efficiency Core Clock,Efficiency Core Boost Clock,Model
AMD Phenom II X4 965 Black,AMD ,HDZ965FBGMBOX ,AMD Phenom II X4 ,K10 ,Deneb ,AM3 ,4.0,4.0,3.4 GHz ,,2 MB ,6 MB ,125 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,No ,,,
Intel Pentium E2160,Intel ,BX80557E2160 ,Intel Pentium ,Core ,Conroe ,LGA775 ,2.0,2.0,1.8 GHz ,,1 MB ,0 MB ,65 W ,None ,,No ,Yes ,Boxed ,65 nm ,Yes ,No ,,,
Intel Pentium E5400,Intel ,BX80571E5400 ,Intel Pentium ,Wolfdale ,Wolfdale ,LGA775 ,2.0,2.0,2.7 GHz ,,2 MB ,0 MB ,65 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,No ,,,
Intel Core 2 Duo E8400,Intel ,AT80570PJ0806M ,Intel Core 2 Duo ,Wolfdale ,Wolfdale ,LGA775 ,2.0,2.0,3 GHz ,,6 MB ,0 MB ,65 W ,None ,,No ,No ,OEM/Tray ,45 nm ,No ,No ,,,
Intel Core i7-975 Extreme Edition,Intel ,BX80601975 ,Intel Core i7 Extreme ,Nehalem ,Bloomfield ,LGA1366 ,4.0,8.0,3.33 GHz ,,1 MB ,8 MB ,130 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,Yes: Hyper-Threading ,,,
AMD Athlon II X3 460,AMD ,ADX460WFGMBOX ,AMD Athlon II X3 ,K10 ,Rana ,AM3 ,3.0,3.0,3.4 GHz ,,1.5 MB ,0 MB ,95 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,No ,,,
AMD Athlon X4 750K,AMD ,AD750KWOHJBOX ,AMD Athlon X4 ,Piledriver ,Trinity ,FM2 ,4.0,4.0,3.4 GHz ,,4 MB ,0 MB ,100 W ,None ,,No ,Yes ,Boxed ,32 nm ,Yes ,No ,,,
AMD A6-6400K,AMD ,AD640KOKHLBOX ,AMD A6 ,Piledriver ,Richland ,FM2 ,2.0,2.0,3.9 GHz ,,1 MB ,0 MB ,65 W ,Radeon HD 8470D ,,No ,Yes ,Boxed ,32 nm ,Yes ,No ,,,
Intel Core i3-3245,Intel ,BX80637I33245 ,Intel Core i3 ,Ivy Bridge ,Ivy Bridge ,LGA1155 ,2.0,4.0,3.4 GHz ,,0.5 MB ,3 MB ,55 W ,Intel HD Graphics 4000 ,,No ,No ,Boxed ,22 nm ,No ,Yes: Hyper-Threading ,,,
Intel Pentium G3450,Intel ,BX80646G3450 ,Intel Pentium ,Haswell Refresh ,Haswell Refresh ,LGA1150 ,2.0,2.0,3.4 GHz ,,0.5 MB ,3 MB ,53 W ,Intel HD Graphics ,,No ,Yes ,Boxed ,22 nm ,Yes ,No ,,,
AMD FX-8320,AMD ,FD8320FRW8KHK ,AMD FX ,Piledriver ,Vishera ,AM3+ ,8.0,8.0,3.5 GHz ,,8 MB ,8 MB ,125 W ,None ,,Yes ,No ,OEM/Tray ,32 nm ,No ,No ,,,
Intel Core i3-4370,Intel ,BX80646I34370 ,Intel Core i3 ,Haswell Refresh ,Haswell Refresh ,LGA1150 ,2.0,4.0,3.8 GHz ,,0.5 MB ,4 MB ,54 W ,Intel HD Graphics 4600 ,,Yes ,Yes ,Boxed ,22 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Core i7-5960X,Intel ,CM8064801547964 ,Intel Core i7 Extreme ,Haswell ,Haswell-E ,LGA2011-3 ,8.0,16.0,3 GHz ,3.5 GHz ,2 MB ,20 MB ,140 W ,None ,64 GB ,No ,No ,OEM/Tray ,22 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i7-4770T,Intel ,CM8064601465902 ,Intel Core i7 ,Haswell ,Haswell ,LGA1150 ,4.0,8.0,2.5 GHz ,,1 MB ,8 MB ,45 W ,Intel HD Graphics 4600 ,,No ,No ,OEM/Tray ,22 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i5-6600T,Intel ,CM8066201920601 ,Intel Core i5 ,Skylake ,Skylake-S ,LGA1151 ,4.0,4.0,2.7 GHz ,3.5 GHz ,1 MB ,6 MB ,35 W ,Intel HD Graphics 530 ,64 GB ,No ,No ,OEM/Tray ,14 nm ,No ,No ,,,
AMD Threadripper 2950X,AMD ,YD295XA8UGAAF ,AMD Threadripper ,Zen+ ,Colfax ,sTR4 ,16.0,32.0,3.5 GHz ,4.4 GHz ,8 MB ,32 MB ,180 W ,None ,1024 GB ,Yes ,No ,OEM/Tray ,12 nm ,No ,Yes ,,,
AMD Threadripper 2970WX,AMD ,YD297XAZUHCAF ,AMD Threadripper ,Zen+ ,Colfax ,sTR4 ,24.0,48.0,3 GHz ,4.2 GHz ,12 MB ,64 MB ,250 W ,None ,1024 GB ,Yes ,No ,OEM/Tray ,12 nm ,No ,Yes ,,,
AMD Athlon 200GE,AMD ,YD200GC6M2OFB ,AMD Athlon ,Zen ,Raven Ridge ,AM4 ,2.0,4.0,3.2 GHz ,,1 MB ,4 MB ,35 W ,Radeon Vega 3 ,,No ,No ,OEM/Tray ,14 nm ,No ,Yes ,,,
Intel Core i5-9600,Intel ,CM8068403358610 ,Intel Core i5 ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,6.0,6.0,3.1 GHz ,4.6 GHz ,1.5 MB ,9 MB ,65 W ,Intel UHD Graphics 630 ,128 GB ,No ,No ,OEM/Tray ,14 nm ,No ,No ,,,
AMD EPYC 4584PX,AMD ,100-100001481WOF ,AMD EPYC ,Zen 4 ,Raphael ,AM5 ,16.0,32.0,4.2 GHz ,5.7 GHz ,16 MB ,128 MB ,120 W ,Radeon ,,Yes ,No ,Boxed ,5 nm ,No ,Yes ,,,
Intel Pentium E5300,Intel ,BX80571E5300 ,Intel Pentium ,Wolfdale ,Wolfdale ,LGA775 ,2.0,2.0,2.6 GHz ,,2 MB ,0 MB ,65 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,No ,,,
Intel Xeon E5-1620 V2,Intel ,CM8063501292405 ,Intel Xeon E5 ,Ivy Bridge ,Ivy Bridge-EP ,LGA2011 ,4.0,8.0,3.7 GHz ,3.9 GHz ,1 MB ,10 MB ,130 W ,None ,,Yes ,No ,OEM/Tray ,22 nm ,No ,Yes: Hyper-Threading ,,,
AMD A6-9500E,AMD ,AD9500AHABBOX ,AMD A6 ,Excavator ,Bristol Ridge ,AM4 ,2.0,2.0,3 GHz ,3.4 GHz ,1 MB ,0 MB ,35 W ,Radeon R5 (on die) ,,No ,Yes ,Boxed ,28 nm ,Yes ,No ,,,
Intel Core 2 Duo E4300,Intel ,HH80557PG0332M ,Intel Core 2 Duo ,Core ,Conroe ,LGA775 ,2.0,2.0,1.8 GHz ,,2 MB ,0 MB ,65 W ,None ,,No ,No ,OEM/Tray ,65 nm ,No ,No ,,,
Intel Core i7-880,Intel ,BV80605002505AG ,Intel Core i7 ,Nehalem ,Lynnfield ,LGA1156 ,4.0,8.0,3.06 GHz ,,1 MB ,8 MB ,95 W ,None ,,No ,No ,OEM/Tray ,45 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i7-970,Intel ,BX80613I7970 ,Intel Core i7 ,Westmere ,Gulftown ,LGA1366 ,6.0,12.0,3.2 GHz ,,1.5 MB ,12 MB ,130 W ,None ,,No ,Yes ,Boxed ,32 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Core i3-560,Intel ,BX80616I3560 ,Intel Core i3 ,Westmere ,Clarkdale ,LGA1156 ,2.0,4.0,3.333 GHz ,,0.5 MB ,4 MB ,73 W ,Intel HD Graphics ,,No ,Yes ,Boxed ,32 nm ,Yes ,Yes: Hyper-Threading ,,,
AMD FX-4130,AMD ,FD4130FRGUBOX ,AMD FX ,Bulldozer ,Zambezi ,AM3+ ,4.0,4.0,3.8 GHz ,,4 MB ,4 MB ,125 W ,None ,,No ,Yes ,Boxed ,32 nm ,Yes ,No ,,,
AMD A4-6300,AMD ,AD6300OKHLBOX ,AMD A4 ,Piledriver ,Richland ,FM2 ,2.0,2.0,3.7 GHz ,3.9 GHz ,1 MB ,0 MB ,65 W ,Radeon HD 8370D ,,No ,Yes ,Boxed ,32 nm ,Yes ,No ,,,
Intel Celeron G1820,Intel ,BX80646G1820 ,Intel Celeron ,Haswell ,Haswell ,LGA1150 ,2.0,2.0,2.7 GHz ,,0.5 MB ,2 MB ,53 W ,Intel HD Graphics ,,No ,Yes ,Boxed ,22 nm ,Yes ,No ,,,
Intel Xeon E5-2687W V2,Intel ,BX80635E52687V2 ,Intel Xeon E5 ,Ivy Bridge ,Ivy Bridge-EP ,LGA2011 ,8.0,16.0,3.4 GHz ,4 GHz ,2 MB ,25 MB ,150 W ,None ,,Yes ,No ,Boxed ,22 nm ,No ,Yes: Hyper-Threading ,,,
Intel Xeon E3-1240 V5,Intel ,BX80662E31240V5 ,Intel Xeon E3 ,Skylake ,Skylake-H ,LGA1151 ,4.0,8.0,3.5 GHz ,3.9 GHz ,1 MB ,8 MB ,80 W ,None ,64 GB ,Yes ,Yes ,Boxed ,14 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Xeon E3-1280 V6,Intel ,CM8067702870647 ,Intel Xeon E3 ,Kaby Lake ,Kaby Lake-S ,LGA1151 ,4.0,8.0,3.9 GHz ,4.2 GHz ,1 MB ,8 MB ,72 W ,None ,64 GB ,Yes ,No ,OEM/Tray ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Pentium Gold G5500,Intel ,BX80684G5500 ,Intel Pentium Gold ,Coffee Lake ,Coffee Lake ,LGA1151 ,2.0,4.0,3.8 GHz ,,0.5 MB ,4 MB ,54 W ,Intel UHD Graphics 630 ,64 GB ,Yes ,Yes ,Boxed ,14 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Pentium Gold G5600,Intel ,BX80684G5600 ,Intel Pentium Gold ,Coffee Lake ,Coffee Lake ,LGA1151 ,2.0,4.0,3.9 GHz ,,0.5 MB ,4 MB ,54 W ,Intel UHD Graphics 630 ,64 GB ,Yes ,Yes ,Boxed ,14 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Core i9-9900,Intel ,CM8068403874032 ,Intel Core i9 ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,8.0,16.0,3.1 GHz ,5 GHz ,2 MB ,16 MB ,65 W ,Intel UHD Graphics 630 ,128 GB ,No ,No ,OEM/Tray ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i5-9400,Intel ,CM8068403875505 ,Intel Core i5 ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,6.0,6.0,2.9 GHz ,4.1 GHz ,1.5 MB ,9 MB ,65 W ,Intel UHD Graphics 630 ,128 GB ,No ,No ,OEM/Tray ,14 nm ,No ,No ,,,
Intel Core i5-9400T,Intel ,CM8068403358915 ,Intel Core i5 ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,6.0,6.0,1.8 GHz ,3.4 GHz ,1.5 MB ,9 MB ,35 W ,Intel UHD Graphics 630 ,128 GB ,No ,No ,OEM/Tray ,14 nm ,No ,No ,,,
Intel Xeon E-2124G,Intel ,CM8068403654114 ,Intel Xeon E ,Coffee Lake ,Coffee Lake ,LGA1151 ,4.0,4.0,3.4 GHz ,4.5 GHz ,1 MB ,8 MB ,71 W ,Intel HD Graphics P630 ,64 GB ,Yes ,No ,OEM/Tray ,14 nm ,No ,No ,,,
Intel Xeon E5-1660 V3,Intel ,CM8064401909200 ,Intel Xeon E5 ,Haswell ,Haswell-EP ,LGA2011-3 ,8.0,16.0,3 GHz ,3.5 GHz ,2 MB ,20 MB ,140 W ,None ,,Yes ,No ,OEM/Tray ,22 nm ,No ,Yes: Hyper-Threading ,,,
Intel Xeon E5-2609 V4,Intel ,BX80660E52609V4 ,Intel Xeon E5 ,Broadwell ,Broadwell-EP ,LGA2011-3 ,8.0,8.0,1.7 GHz ,,2 MB ,20 MB ,85 W ,None ,1536 GB ,Yes ,No ,Boxed ,14 nm ,No ,No ,,,
Intel Core i9-9940X,Intel ,CD8067304175600 ,Intel Core i9 ,Skylake ,Skylake-X ,LGA2066 ,14.0,28.0,3.3 GHz ,4.4 GHz ,14 MB ,19.25 MB ,165 W ,None ,128 GB ,No ,No ,OEM/Tray ,14 nm ,No ,Yes: Hyper-Threading ,,,
AMD Phenom II X4 945,AMD ,HDX945FBGIBOX ,AMD Phenom II X4 ,K10 ,Deneb ,AM3 ,4.0,4.0,3 GHz ,,2 MB ,6 MB ,125 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,No ,,,
AMD Phenom II X4 955,AMD ,HDX955WFK4DGM ,AMD Phenom II X4 ,K10 ,Deneb ,AM3 ,4.0,4.0,3.2 GHz ,,2 MB ,6 MB ,125 W ,None ,,No ,No ,OEM/Tray ,45 nm ,No ,No ,,,
Intel Core i3-2125,Intel ,BX80623I32125 ,Intel Core i3 ,Sandy Bridge ,Sandy Bridge ,LGA1155 ,2.0,4.0,3.3 GHz ,,0.5 MB ,3 MB ,65 W ,Intel HD Graphics 3000 ,,No ,Yes ,Boxed ,32 nm ,Yes ,Yes: Hyper-Threading ,,,
AMD A6-3670K,AMD ,AD3670WNGXBOX ,AMD A6 ,Lynx ,Llano ,FM1 ,4.0,4.0,2.7 GHz ,,4 MB ,0 MB ,100 W ,Radeon HD 6530D ,,No ,Yes ,Boxed ,32 nm ,Yes ,No ,,,
Intel Core i3-4330,Intel ,BX80646I34330 ,Intel Core i3 ,Haswell ,Haswell ,LGA1150 ,2.0,4.0,3.5 GHz ,,0.5 MB ,4 MB ,54 W ,Intel HD Graphics 4600 ,,Yes ,Yes ,Boxed ,22 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Pentium G3220,Intel ,BX80646G3220 ,Intel Pentium ,Haswell ,Haswell ,LGA1150 ,2.0,2.0,3 GHz ,,0.5 MB ,3 MB ,54 W ,Intel HD Graphics ,,No ,Yes ,Boxed ,22 nm ,Yes ,No ,,,
Intel Xeon E5-2640 V2,Intel ,BX80635E52640V2 ,Intel Xeon E5 ,Ivy Bridge ,Ivy Bridge-EP ,LGA2011 ,8.0,16.0,2 GHz ,2.5 GHz ,2 MB ,20 MB ,95 W ,None ,,Yes ,No ,Boxed ,22 nm ,No ,Yes: Hyper-Threading ,,,
AMD 5150,AMD ,AD5150JAHMBOX ,AMD Athlon ,Jaguar ,Kabini ,AM1 ,4.0,4.0,1.6 GHz ,,2 MB ,0 MB ,25 W ,Radeon HD 8400 ,,No ,Yes ,Boxed ,28 nm ,Yes ,No ,,,
Intel Core i3-4360,Intel ,BX80646I34360 ,Intel Core i3 ,Haswell Refresh ,Haswell Refresh ,LGA1150 ,2.0,4.0,3.7 GHz ,,0.5 MB ,4 MB ,54 W ,Intel HD Graphics 4600 ,,Yes ,Yes ,Boxed ,22 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Xeon E3-1276 V3,Intel ,BX80646E31276V3 ,Intel Xeon E3 ,Haswell Refresh ,Haswell Refresh ,LGA1150 ,4.0,8.0,3.6 GHz ,4 GHz ,1 MB ,8 MB ,84 W ,Intel HD Graphics P4600 ,,Yes ,Yes ,Boxed ,22 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Xeon E5-1630 V3,Intel ,CM8064401614501 ,Intel Xeon E5 ,Haswell ,Haswell-EP ,LGA2011-3 ,4.0,8.0,3.7 GHz ,3.8 GHz ,1 MB ,10 MB ,140 W ,None ,,Yes ,No ,OEM/Tray ,22 nm ,No ,Yes: Hyper-Threading ,,,
Intel Xeon E5-2643 V3,Intel ,CM8064401724501 ,Intel Xeon E5 ,Haswell ,Haswell-EP ,LGA2011-3 ,6.0,12.0,3.4 GHz ,3.7 GHz ,1.5 MB ,20 MB ,135 W ,None ,,Yes ,No ,OEM/Tray ,22 nm ,No ,Yes: Hyper-Threading ,,,
Intel Xeon E3-1230 V2,Intel ,CM8063701098101 ,Intel Xeon E3 ,Ivy Bridge ,Ivy Bridge ,LGA1155 ,4.0,8.0,3.3 GHz ,,1 MB ,8 MB ,69 W ,None ,,Yes ,No ,OEM/Tray ,22 nm ,No ,Yes: Hyper-Threading ,,,
Intel Pentium G4500,Intel ,BX80662G4500 ,Intel Pentium ,Skylake ,Skylake-S ,LGA1151 ,2.0,2.0,3.5 GHz ,,0.5 MB ,3 MB ,51 W ,Intel HD Graphics 530 ,64 GB ,Yes ,Yes ,Boxed ,14 nm ,Yes ,No ,,,
Intel Xeon E3-1270 V5,Intel ,CM8066201921712 ,Intel Xeon E3 ,Skylake ,Skylake-H ,LGA1151 ,4.0,8.0,3.6 GHz ,4 GHz ,1 MB ,8 MB ,80 W ,None ,64 GB ,Yes ,No ,OEM/Tray ,14 nm ,No ,Yes: Hyper-Threading ,,,
AMD Opteron 6320,AMD ,OS6320WKT8GHKWOF ,AMD Opteron ,Piledriver ,Abu Dhabi ,G34 ,8.0,8.0,2.8 GHz ,3.3 GHz ,8 MB ,16 MB ,115 W ,None ,,No ,No ,Boxed ,32 nm ,No ,No ,,,
Intel Xeon E3-1270 V6,Intel ,CM8067702870648 ,Intel Xeon E3 ,Kaby Lake ,Kaby Lake-S ,LGA1151 ,4.0,8.0,3.8 GHz ,4.2 GHz ,1 MB ,8 MB ,72 W ,None ,64 GB ,Yes ,No ,OEM/Tray ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Xeon E5-2650L V4,Intel ,CM8066002033006 ,Intel Xeon E5 ,Broadwell ,Broadwell-EP ,LGA2011-3 ,14.0,28.0,1.7 GHz ,2.5 GHz ,3.5 MB ,35 MB ,65 W ,None ,1536 GB ,Yes ,No ,OEM/Tray ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i3-9350K,Intel ,BX80684I39350K ,Intel Core i3 ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,4.0,4.0,4 GHz ,4.6 GHz ,1 MB ,8 MB ,91 W ,Intel HD Graphics 630 ,64 GB ,Yes ,No ,Boxed ,14 nm ,No ,No ,,,
Intel Core i5-9600K,Intel ,CM8068403874405 ,Intel Core i5 ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,6.0,6.0,3.7 GHz ,4.6 GHz ,1.5 MB ,9 MB ,95 W ,Intel UHD Graphics 630 ,128 GB ,No ,No ,OEM/Tray ,14 nm ,No ,No ,,,
Intel Xeon E3-1230 V5,Intel ,BX80662E31230V5 ,Intel Xeon E3 ,Skylake ,Skylake-H ,LGA1151 ,4.0,8.0,3.4 GHz ,3.8 GHz ,1 MB ,8 MB ,80 W ,None ,64 GB ,Yes ,Yes ,Boxed ,14 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Xeon E5-2620 V3,Intel ,CM8064401831400 ,Intel Xeon E5 ,Haswell ,Haswell-EP ,LGA2011-3 ,6.0,12.0,2.4 GHz ,3.2 GHz ,1.5 MB ,15 MB ,85 W ,None ,,Yes ,No ,OEM/Tray ,22 nm ,No ,Yes: Hyper-Threading ,,,
Intel Xeon E3-1220 V6,Intel ,BX80677E31220V6 ,Intel Xeon E3 ,Kaby Lake ,Kaby Lake-S ,LGA1151 ,4.0,4.0,3 GHz ,3.5 GHz ,1 MB ,8 MB ,72 W ,None ,64 GB ,Yes ,Yes ,Boxed ,14 nm ,Yes ,No ,,,
Intel Xeon E3-1230 V6,Intel ,CM8067702870650 ,Intel Xeon E3 ,Kaby Lake ,Kaby Lake-S ,LGA1151 ,4.0,8.0,3.5 GHz ,3.9 GHz ,1 MB ,8 MB ,72 W ,None ,64 GB ,Yes ,No ,OEM/Tray ,14 nm ,No ,Yes: Hyper-Threading ,,,
AMD Phenom II X2 550,AMD ,HDX550WFGMBOX ,AMD Phenom II X2 ,K10 ,Callisto ,AM3 ,2.0,2.0,3.1 GHz ,,1 MB ,6 MB ,80 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,No ,,,
Intel Core 2 Duo E8500,Intel ,EU80570PJ0876M ,Intel Core 2 Duo ,Wolfdale ,Wolfdale ,LGA775 ,2.0,2.0,3.16 GHz ,,6 MB ,0 MB ,65 W ,None ,,No ,No ,OEM/Tray ,45 nm ,No ,No ,,,
Intel Core i5-661,Intel ,BX80616I5661 ,Intel Core i5 ,Westmere ,Clarkdale ,LGA1156 ,2.0,4.0,3.33 GHz ,,0.5 MB ,4 MB ,87 W ,Intel HD Graphics ,,No ,Yes ,Boxed ,32 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Core 2 Quad Q9650,Intel ,AT80569PJ080N ,Intel Core 2 Quad ,Yorkfield ,Yorkfield ,LGA775 ,4.0,4.0,3 GHz ,,12 MB ,0 MB ,95 W ,None ,,No ,No ,OEM/Tray ,45 nm ,No ,No ,,,
Intel Core 2 Extreme QX6700,Intel ,BX80562QX6700 ,Intel Core 2 Extreme ,Core ,Kentsfield ,LGA775 ,4.0,4.0,2.66 GHz ,,8 MB ,0 MB ,100 W ,None ,,No ,Yes ,Boxed ,65 nm ,Yes ,No ,,,
AMD Athlon II X2 250,AMD ,ADX250OCGMBOX ,AMD Athlon II X2 ,K10 ,Regor ,AM3 ,2.0,2.0,3 GHz ,,2 MB ,0 MB ,65 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,No ,,,
Intel Pentium E6800,Intel ,BX80571E6800 ,Intel Pentium ,Wolfdale ,Wolfdale ,LGA775 ,2.0,2.0,3.333 GHz ,,2 MB ,0 MB ,65 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,No ,,,
Intel Core i5-2405S,Intel ,BX80623I52405S ,Intel Core i5 ,Sandy Bridge ,Sandy Bridge ,LGA1155 ,4.0,4.0,2.5 GHz ,,1 MB ,6 MB ,65 W ,Intel HD Graphics 3000 ,,No ,Yes ,Boxed ,32 nm ,Yes ,No ,,,
Intel Core i3-3225,Intel ,BX80637I33225 ,Intel Core i3 ,Ivy Bridge ,Ivy Bridge ,LGA1155 ,2.0,4.0,3.3 GHz ,,0.5 MB ,3 MB ,55 W ,Intel HD Graphics 4000 ,,No ,Yes ,Boxed ,22 nm ,Yes ,Yes: Hyper-Threading ,,,
AMD A10-5700,AMD ,AD5700OKHJBOX ,AMD A10 ,Piledriver ,Trinity ,FM2 ,4.0,4.0,3.4 GHz ,,4 MB ,0 MB ,65 W ,Radeon HD 7660D ,,No ,Yes ,Boxed ,32 nm ,Yes ,No ,,,
Intel Xeon E3-1225 V3,Intel ,BX80646E31225V3 ,Intel Xeon E3 ,Haswell ,Haswell ,LGA1150 ,4.0,4.0,3.2 GHz ,3.6 GHz ,1 MB ,8 MB ,84 W ,Intel HD Graphics P4600 ,,Yes ,Yes ,Boxed ,22 nm ,Yes ,No ,,,
Intel Xeon E3-1245 V3,Intel ,BX80646E31245V3 ,Intel Xeon E3 ,Haswell ,Haswell ,LGA1150 ,4.0,8.0,3.4 GHz ,3.8 GHz ,1 MB ,8 MB ,84 W ,Intel HD Graphics P4600 ,,Yes ,Yes ,Boxed ,22 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Core i5-4690K,Intel ,CM8064601710803 ,Intel Core i5 ,Haswell Refresh ,Haswell Refresh ,LGA1150 ,4.0,4.0,3.5 GHz ,3.9 GHz ,1 MB ,6 MB ,88 W ,Intel HD Graphics 4600 ,,No ,No ,OEM/Tray ,22 nm ,No ,No ,,,
Intel Xeon E5-1620,Intel ,CM8062101038606 ,Intel Xeon E5 ,Sandy Bridge ,Sandy Bridge-EP ,LGA2011 ,4.0,8.0,3.6 GHz ,3.8 GHz ,1 MB ,10 MB ,130 W ,None ,,Yes ,No ,OEM/Tray ,32 nm ,No ,Yes: Hyper-Threading ,,,
AMD FX-8370E,AMD ,FD837EWMHKBOX ,AMD FX ,Piledriver ,Vishera ,AM3+ ,8.0,8.0,3.3 GHz ,4.3 GHz ,8 MB ,8 MB ,95 W ,None ,,No ,Yes ,Boxed ,32 nm ,Yes ,No ,,,
Intel Core i3-6300,Intel ,BX80662I36300 ,Intel Core i3 ,Skylake ,Skylake-S ,LGA1151 ,2.0,4.0,3.8 GHz ,,0.5 MB ,4 MB ,51 W ,Intel HD Graphics 530 ,64 GB ,Yes ,Yes ,Boxed ,14 nm ,Yes ,Yes: Hyper-Threading ,,,
AMD Athlon 5370,AMD ,AD5370JAHMBOX ,AMD Athlon ,Jaguar ,Kabini ,AM1 ,4.0,4.0,2.2 GHz ,,2 MB ,0 MB ,25 W ,Radeon R3 (on die) ,,No ,Yes ,Boxed ,28 nm ,Yes ,No ,,,
Intel Celeron G3930T,Intel ,CM8067703016211 ,Intel Celeron ,Kaby Lake ,Kaby Lake-S ,LGA1151 ,2.0,2.0,2.7 GHz ,,0.5 MB ,2 MB ,35 W ,Intel HD Graphics 610 ,64 GB ,Yes ,No ,OEM/Tray ,14 nm ,No ,No ,,,
AMD Ryzen 7 1800X,AMD ,YD180XBCM88AE ,AMD Ryzen 7 ,Zen ,Summit Ridge ,AM4 ,8.0,16.0,3.6 GHz ,4 GHz ,4 MB ,16 MB ,95 W ,None ,,No ,No ,OEM/Tray ,14 nm ,No ,Yes ,,,
AMD Threadripper 2920X,AMD ,YD292XA8UC9AF ,AMD Threadripper ,Zen+ ,Colfax ,sTR4 ,12.0,24.0,3.5 GHz ,4.3 GHz ,6 MB ,32 MB ,180 W ,None ,1024 GB ,Yes ,No ,OEM/Tray ,12 nm ,No ,Yes ,,,
Intel Core i9-9920X,Intel ,BX80673I99920X ,Intel Core i9 ,Skylake ,Skylake-X ,LGA2066 ,12.0,24.0,3.5 GHz ,4.4 GHz ,12 MB ,19.25 MB ,165 W ,None ,128 GB ,No ,No ,Boxed ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Xeon E-2146G,Intel ,BX80684E2146G ,Intel Xeon E ,Coffee Lake ,Coffee Lake ,LGA1151 ,6.0,12.0,3.5 GHz ,4.5 GHz ,1.5 MB ,12 MB ,80 W ,Intel HD Graphics P630 ,64 GB ,Yes ,No ,Boxed ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Xeon E-2136,Intel ,BX80684E2136 ,Intel Xeon E ,Coffee Lake ,Coffee Lake ,LGA1151 ,6.0,12.0,3.3 GHz ,4.5 GHz ,1.5 MB ,12 MB ,80 W ,None ,64 GB ,Yes ,Yes ,Boxed ,14 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Celeron G5920,Intel ,BX80701G5920 ,Intel Celeron ,Comet Lake ,Comet Lake ,LGA1200 ,2.0,2.0,3.5 GHz ,,0.5 MB ,4 MB ,58 W ,Intel UHD Graphics 610 ,128 GB ,No ,Yes ,Boxed ,14 nm ,Yes ,No ,,,
Intel Core i3-10325,Intel ,BX8070110325 ,Intel Core i3 ,Comet Lake ,Comet Lake ,LGA1200 ,4.0,8.0,3.9 GHz ,4.7 GHz ,1 MB ,8 MB ,65 W ,Intel UHD Graphics 630 ,128 GB ,No ,Yes ,Boxed ,14 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Pentium Gold G6605,Intel ,BX80701G6605 ,Intel Pentium Gold ,Comet Lake ,Comet Lake ,LGA1200 ,2.0,4.0,4.3 GHz ,,0.5 MB ,4 MB ,58 W ,Intel UHD Graphics 630 ,128 GB ,No ,Yes ,Boxed ,14 nm ,Yes ,Yes: Hyper-Threading ,,,
