Name,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader
G.Skill Ripjaws V 64 GB,G.Skill ,F4-3200C16Q2-64GVR ,DDR4-3200 ,288-pin DIMM (DDR4) ,8 x 8GB ,,Red ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 16 GB,G.Skill ,F4-3333C16D-16GTZ ,DDR4-3333 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Red / Silver ,9.601 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 32 GB,G.Skill ,F4-3333C16D-32GTZ ,DDR4-3333 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Red / Silver ,9.601 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 32 GB,G.Skill ,F4-3333C16D-32GVK ,DDR4-3333 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black ,9.601 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 32 GB,G.Skill ,F4-3333C16Q-32GVK ,DDR4-3333 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Red / Silver ,9.601 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 32 GB,G.Skill ,F4-3333C16Q-32GVR ,DDR4-3333 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Red ,9.601 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 64 GB,G.Skill ,F4-3333C16Q-64GTZ ,DDR4-3333 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Red / Silver ,9.601 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 64 GB,G.Skill ,F4-3333C16Q-64GVK ,DDR4-3333 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Black ,9.601 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 64 GB,G.Skill ,F4-3333C16Q-64GVR ,DDR4-3333 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Red ,9.601 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 16 GB,G.Skill ,F4-3466C16D-16GTZ ,DDR4-3466 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Red / Silver ,9.233 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 16 GB,G.Skill ,F4-3466C16D-16GVR ,DDR4-3466 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Red ,9.233 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 32 GB,G.Skill ,F4-3466C16Q-32GTZ ,DDR4-3466 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Red / Silver ,9.233 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 32 GB,G.Skill ,F4-3466C16Q-32GVK ,DDR4-3466 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black ,9.233 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 32 GB,G.Skill ,F4-3466C16Q-32GVR ,DDR4-3466 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Red ,9.233 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 32 GB,G.Skill ,F4-3600C17Q-32GVK ,DDR4-3600 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black ,9.444 ns ,17 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Predator 64 GB,Kingston ,HX430C16PBK4/64 ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Black ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
TEAMGROUP Vulcan 8 GB,TEAMGROUP ,TLRED48G3000HC16ADC01 ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Red ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Mushkin Essentials 16 GB,Mushkin ,MES4U213FF16G28 ,DDR4-2133 ,288-pin DIMM (DDR4) ,1 x 16GB ,,Black / Green ,14.065 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,No 
Mushkin Silverline 32 GB,Mushkin ,MSL4U213FF16G28X2 ,DDR4-2133 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Silver ,14.065 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
Mushkin Redline 32 GB,Mushkin ,MRB4U300GJJM16GX2 ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Red / Silver ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Mushkin Redline 64 GB,Mushkin ,MRB4U300GJJM16GX4 ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Red / Silver ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Mushkin Silverline 64 GB,Mushkin ,MSL4U213FF16G28X4 ,DDR4-2133 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Silver ,14.065 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
Mushkin Silverline 32 GB,Mushkin ,MSL4U213FF8G18X4 ,DDR4-2133 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Silver ,14.065 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
TEAMGROUP Delta 16 GB,TEAMGROUP ,TDTRD416G3000HC16ADC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Red ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Avexir ROG Impact 16 GB,Avexir ,AVD4UZ126661504G-4IP ,DDR4-2666 ,288-pin DIMM (DDR4) ,4 x 4GB ,,Black / Red ,11.253 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
Avexir ROG Red Tesla 16 GB,Avexir ,AVD4UZ126661504G-4RDROG ,DDR4-2666 ,288-pin DIMM (DDR4) ,4 x 4GB ,,Black / Red ,11.253 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
Avexir ROG Impact 16 GB,Avexir ,AVD4UZ126661508G-2IP ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Red ,11.253 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
Avexir ROG Impact 32 GB,Avexir ,AVD4UZ126661508G-4IP ,DDR4-2666 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black / Red ,11.253 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
Avexir ROG Red Tesla 32 GB,Avexir ,AVD4UZ126661508G-4RD ,DDR4-2666 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black / Red ,11.253 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Platinum 8 GB,Corsair ,CMD8GX4M2B3200C16 ,DDR4-2800 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Silver ,10.714 ns ,15 ,1.2 V ,15-15-15-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 16 GB,Corsair ,CMK16GX4M4B3866C18 ,DDR4-3866 ,288-pin DIMM (DDR4) ,4 x 4GB ,,Black / Yellow ,9.312 ns ,18 ,1.35 V ,18-22-22-40 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 16 GB,Corsair ,CMK16GX4M4B3866C18R ,DDR4-3866 ,288-pin DIMM (DDR4) ,4 x 4GB ,,Red ,9.312 ns ,18 ,1.35 V ,18-22-22-40 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 32 GB,Corsair ,CMK32GX4M4B3600C16R ,DDR4-3600 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Red ,8.889 ns ,16 ,1.35 V ,16-16-16-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 8 GB,Corsair ,CMK8GX4M2B4266C19 ,DDR4-4266 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Yellow ,8.908 ns ,19 ,1.4 V ,19-26-26-46 ,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 16 GB,GeIL ,GLB416GB3000C15ADC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Blue ,10 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 8 GB,GeIL ,GLB48GB2400C15DC ,DDR4-2400 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Blue ,12.5 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 8 GB,GeIL ,GLB48GB3000C15ADC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Blue ,10 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 8 GB,GeIL ,GLR48GB2400C15DC ,DDR4-2400 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Red ,12.5 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 8 GB,GeIL ,GLR48GB3000C15ADC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Red ,10 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 8 GB,GeIL ,GLW48GB3000C15ADC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / White ,10 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
GeIL EVO POTENZA 8 GB,GeIL ,GPR48GB2400C15DC ,DDR4-2400 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Red ,12.5 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
Kingston D4G72M151 32 GB,Kingston ,D4G72M151 ,DDR4-2133 ,288-pin DIMM (DDR4) ,1 x 32GB ,,Black / Green ,14.065 ns ,15 ,1.2 V ,,ECC / Registered ,No 
Kingston FURY 32 GB,Kingston ,HX424C15FB2K4/32 ,DDR4-2400 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black / Silver ,12.5 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
Kingston FURY 64 GB,Kingston ,HX424C15FBK4/64 ,DDR4-2400 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Black / Silver ,12.5 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
Kingston KVR21R15D8K4/32I 32 GB,Kingston ,KVR21R15D8K4/32I ,DDR4-2133 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black / Green ,14.065 ns ,15 ,1.2 V ,,ECC / Registered ,No 
Kingston ValueRAM 4 GB,Kingston ,KVR21SE15S8/4HA ,DDR4-2133 ,260-pin SODIMM (DDR4) ,1 x 4GB ,,Black / Green ,14.065 ns ,15 ,1.2 V ,,ECC / Unbuffered ,No 
Mushkin Silverline 16 GB,Mushkin ,MSL4U213FF4G18X4 ,DDR4-2133 ,288-pin DIMM (DDR4) ,4 x 4GB ,,Silver ,14.065 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
Avexir Core 4 GB,Avexir ,AVD3U16001104G-1CIG ,DDR3-1600 ,240-pin DIMM (DDR3) ,1 x 4GB ,,Black / Green ,13.75 ns ,11 ,1.5 V ,,Non-ECC / Unbuffered ,Yes 
Avexir Core 8 GB,Avexir ,AVD3U16001104G-2CIG ,DDR3-1600 ,240-pin DIMM (DDR3) ,2 x 4GB ,,Black / Green ,13.75 ns ,11 ,1.5 V ,,Non-ECC / Unbuffered ,Yes 
Avexir Core 8 GB,Avexir ,AVD3U16001108G-1CIG ,DDR3-1600 ,240-pin DIMM (DDR3) ,1 x 8GB ,,Black / Green ,13.75 ns ,11 ,1.5 V ,,Non-ECC / Unbuffered ,Yes 
Avexir Core 16 GB,Avexir ,AVD3U16001108G-2CIG ,DDR3-1600 ,240-pin DIMM (DDR3) ,2 x 8GB ,,Black / Green ,13.75 ns ,11 ,1.5 V ,,Non-ECC / Unbuffered ,Yes 
Kingston KVR16E11K3/24I 24 GB,Kingston ,KVR16E11K3/24I ,DDR3-1600 ,240-pin DIMM (DDR3) ,3 x 8GB ,,Black / Green ,13.75 ns ,11 ,1.5 V ,,ECC / Unbuffered ,No 
Kingston KVR16LR11D4K4/64I 64 GB,Kingston ,KVR16LR11D4K4/64I ,DDR3-1600 ,240-pin DIMM (DDR3) ,4 x 16GB ,,Black / Green ,13.75 ns ,11 ,1.35 V ,,ECC / Registered ,No 
Avexir Core 8 GB,Avexir ,AVD4UZ124001604G-2COG ,DDR4-2400 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Green ,13.333 ns ,16 ,1.2 V ,16-16-16-36 ,Non-ECC / Unbuffered ,Yes 
Avexir Core 8 GB,Avexir ,AVD4UZ124001604G-2COR ,DDR4-2400 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Red ,13.333 ns ,16 ,1.2 V ,16-16-16-36 ,Non-ECC / Unbuffered ,Yes 
Avexir Core 8 GB,Avexir ,AVD4UZ124001604G-2COW ,DDR4-2400 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / White ,13.333 ns ,16 ,1.2 V ,16-16-16-36 ,Non-ECC / Unbuffered ,Yes 
Avexir Core 8 GB,Avexir ,AVD4UZ124001604G-2COY ,DDR4-2400 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Yellow ,13.333 ns ,16 ,1.2 V ,16-16-16-36 ,Non-ECC / Unbuffered ,Yes 
Avexir Core 16 GB,Avexir ,AVD4UZ124001608G-2COG ,DDR4-2400 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Green ,13.333 ns ,16 ,1.2 V ,16-16-16-36 ,Non-ECC / Unbuffered ,Yes 
Avexir Core 16 GB,Avexir ,AVD4UZ124001608G-2COY ,DDR4-2400 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Yellow ,13.333 ns ,16 ,1.2 V ,16-16-16-36 ,Non-ECC / Unbuffered ,Yes 
Avexir Core 8 GB,Avexir ,AVD4UZ126661704G-2COB ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Blue ,12.753 ns ,17 ,1.2 V ,17-17-17-37 ,Non-ECC / Unbuffered ,Yes 
Avexir Core 8 GB,Avexir ,AVD4UZ126661704G-2COR ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Red ,12.753 ns ,17 ,1.2 V ,17-17-17-37 ,Non-ECC / Unbuffered ,Yes 
Avexir Core 8 GB,Avexir ,AVD4UZ126661704G-2COW ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / White ,12.753 ns ,17 ,1.2 V ,17-17-17-37 ,Non-ECC / Unbuffered ,Yes 
Avexir Core 8 GB,Avexir ,AVD4UZ126661704G-2COY ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Yellow ,12.753 ns ,17 ,1.2 V ,17-17-17-37 ,Non-ECC / Unbuffered ,Yes 
Avexir Core 16 GB,Avexir ,AVD4UZ126661708G-2COB ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Blue ,12.753 ns ,17 ,1.2 V ,17-17-17-37 ,Non-ECC / Unbuffered ,Yes 
Avexir Core 16 GB,Avexir ,AVD4UZ126661708G-2COY ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Yellow ,12.753 ns ,17 ,1.2 V ,17-17-17-37 ,Non-ECC / Unbuffered ,Yes 
Avexir Blitz1.1 16 GB,Avexir ,AVD4UZ130001608G-2BZ1RR ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Red ,10.667 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LED 32 GB,Corsair ,CMU32GX4M4A2666C16R ,DDR4-2666 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black / Red ,12.003 ns ,16 ,1.2 V ,16-18-18-35 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LED 32 GB,Corsair ,CMU32GX4M4C3000C15R ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black / Red ,10 ns ,15 ,1.35 V ,15-17-17-35 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LED 32 GB,Corsair ,CMU32GX4M4C3466C16R ,DDR4-3466 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black / Red ,9.233 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LED 64 GB,Corsair ,CMU64GX4M4C3000C15R ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Black / Red ,10 ns ,15 ,1.35 V ,15-17-17-35 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LED 32 GB,Corsair ,CMU32GX4M2C3000C15 ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black / White ,10 ns ,15 ,1.35 V ,15-17-17-35 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LED 32 GB,Corsair ,CMU32GX4M4A2666C16 ,DDR4-2666 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black / White ,12.003 ns ,16 ,1.2 V ,16-18-18-35 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LED 32 GB,Corsair ,CMU32GX4M4C3200C16 ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black / White ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LED 32 GB,Corsair ,CMU32GX4M4C3466C16 ,DDR4-3466 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black / White ,9.233 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LED 64 GB,Corsair ,CMU64GX4M4A2666C16 ,DDR4-2666 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Black / White ,12.003 ns ,16 ,1.2 V ,16-18-18-35 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LED 64 GB,Corsair ,CMU64GX4M4C3000C15 ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Black / White ,10 ns ,15 ,1.35 V ,15-17-17-35 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LED 64 GB,Corsair ,CMU64GX4M4C3200C16 ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Black / White ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Crucial CT7982449 16 GB,Crucial ,CT7982449 ,DDR4-2133 ,288-pin DIMM (DDR4) ,1 x 16GB ,,Green ,14.065 ns ,15 ,1.2 V ,,ECC / Unbuffered ,No 
Avexir Green Tesla 16 GB,Avexir ,AVD4UZ126661508G-2RDGT ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Green ,11.253 ns ,15 ,1.35 V ,15-15-15-35 ,Non-ECC / Unbuffered ,Yes 
Patriot Viper Elite 16 GB,Patriot ,PVE416G266C5KRD ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Red ,11.253 ns ,15 ,1.2 V ,15-15-15-35 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP Dark 16 GB,TEAMGROUP ,TDKED416G3000HC16ADC01 ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,10.667 ns ,16 ,1.35 V ,16-16-16-36 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 16 GB,G.Skill ,F4-3200C15D-16GTZSK ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Silver / Black ,9.375 ns ,15 ,1.35 V ,15-15-15-35 ,Non-ECC / Unbuffered ,Yes 
Avexir Green Tesla 16 GB,Avexir ,AVD4UZ126661504G-4RDGT ,DDR4-2666 ,288-pin DIMM (DDR4) ,4 x 4GB ,,Black / Green ,11.253 ns ,15 ,1.2 V ,15-15-15-35 ,Non-ECC / Unbuffered ,No 
G.Skill Trident Z 32 GB,G.Skill ,F4-3200C15Q-32GTZSW ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Silver / White ,9.375 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 16 GB,G.Skill ,F4-3200C14D-16GTZKY ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Yellow ,8.75 ns ,14 ,1.35 V ,14-14-14-34 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 32 GB,G.Skill ,F4-3200C14D-32GTZSW ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Silver / White ,8.75 ns ,14 ,1.35 V ,14-14-14-34 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 32 GB,G.Skill ,F4-3200C14D-32GTZKO ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black / Orange ,8.75 ns ,14 ,1.35 V ,14-14-14-34 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 32 GB,G.Skill ,F4-3200C14D-32GTZKY ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black / Yellow ,8.75 ns ,14 ,1.35 V ,14-14-14-34 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 64 GB,G.Skill ,F4-3200C14Q2-64GTZSW ,DDR4-3200 ,288-pin DIMM (DDR4) ,8 x 8GB ,,Silver / White ,8.75 ns ,14 ,1.35 V ,14-14-14-34 ,Non-ECC / Unbuffered ,Yes 
Corsair Mac Memory 16 GB,Corsair ,CMSA16GX3M2C1866C11 ,DDR3-1866 ,204-pin SODIMM (DDR3) ,2 x 8GB ,,Green ,11.79 ns ,11 ,1.35 V ,11-11-11-32 ,Non-ECC / Unbuffered ,No 
Corsair Mac Memory 32 GB,Corsair ,CMSA32GX3M4C1866C11 ,DDR3-1866 ,204-pin SODIMM (DDR3) ,4 x 8GB ,,Green ,11.79 ns ,11 ,1.35 V ,11-11-11-32 ,Non-ECC / Unbuffered ,No 
Corsair Vengeance LED 32 GB,Corsair ,CMU32GX4M2C3000C15B ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black / Blue ,10 ns ,15 ,1.35 V ,15-17-17-35 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LED 32 GB,Corsair ,CMU32GX4M2C3200C16B ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black / Blue ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LED 32 GB,Corsair ,CMU32GX4M4C3000C15B ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black / Blue ,10 ns ,15 ,1.35 V ,15-17-17-35 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LED 32 GB,Corsair ,CMU32GX4M4C3200C16B ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black / Blue ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Crucial CT8G4WFD8213 8 GB,Crucial ,CT8G4WFD8213 ,DDR4-2133 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Black / Green ,14.065 ns ,15 ,1.2 V ,,ECC / Unbuffered ,No 
G.Skill Trident Z 64 GB,G.Skill ,F4-3466C16Q-64GTZ ,DDR4-3466 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Red / Silver ,9.233 ns ,16 ,1.35 V ,16-18-18-38 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Platinum 8 GB,Corsair ,CMD8GX4M2B4000C19 ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Silver ,9.5 ns ,19 ,1.35 V ,19-23-23-45 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 16 GB,Corsair ,CMK16GX4M2B3733C17R ,DDR4-3733 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Red ,9.108 ns ,17 ,1.35 V ,17-19-19-39 ,Non-ECC / Unbuffered ,Yes 
GeIL EVO X 16 GB,GeIL ,GEX416GB3000C15ADC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Blue ,10 ns ,15 ,1.35 V ,15-17-17-35 ,Non-ECC / Unbuffered ,Yes 
GALAX HOF 16 GB,GALAX ,HOF4CXLBS3200H14HD162C ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,White ,8.75 ns ,14 ,1.35 V ,14-14-14-34 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Platinum Chrome 32 GB,Corsair ,CMD32GX4M2C3200C14C ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Silver ,8.75 ns ,14 ,1.35 V ,14-16-16-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Platinum Chrome 32 GB,Corsair ,CMD32GX4M4C3200C14C ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Silver ,8.75 ns ,14 ,1.35 V ,14-16-16-36 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 16 GB,G.Skill ,F4-4266C19D-16GTZKW ,DDR4-4266 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / White ,8.908 ns ,19 ,1.4 V ,19-19-19-39 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP Dark 8 GB,TEAMGROUP ,TDGED48G2400HC14DC01 ,DDR4-2400 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Silver ,11.667 ns ,14 ,1.2 V ,14-16-16-31 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z RGB 32 GB,G.Skill ,F4-3000C14Q-32GTZR ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black ,9.333 ns ,14 ,1.35 V ,14-14-14-34 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z RGB 32 GB,G.Skill ,F4-3600C16Q-32GTZR ,DDR4-3600 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black ,8.889 ns ,16 ,1.35 V ,16-16-16-36 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z RGB 16 GB,G.Skill ,F4-3866C18D-16GTZR ,DDR4-3866 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,9.312 ns ,18 ,1.35 V ,18-19-19-39 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 16 GB,G.Skill ,F4-3333C16D-16GTZSK ,DDR4-3333 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Silver / Black ,9.601 ns ,16 ,1.35 V ,16-18-18-38 ,Non-ECC / Unbuffered ,Yes 
Kingston ValueRAM 8 GB,Kingston ,KVR21S15S8/8 ,DDR4-2133 ,260-pin SODIMM (DDR4) ,1 x 8GB ,$8.098 ,Green / Black ,14.065 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,No 
