Name,URL,Image,Core Count,Performance Core Clock,Performance Core Boost Clock,Microarchitecture,TDP,Integrated Graphics,Price
AMD Athlon II X3 405e,https://pcpartpicker.com/product/dRtCmG/amd-cpu-ad405ehdgibox,https://images-na.ssl-images-amazon.com/images/I/416PLWd07rL.jpg,3,2.3 GHz,,K10,45 W,None,
AMD Athlon II X3 405e,https://pcpartpicker.com/product/Pr8Zxr/amd-cpu-ad405ehdgmbox,/static/forever/img/no-image.png,3,2.3 GHz,,K10,45 W,None,
AMD Athlon II X4 605e,https://pcpartpicker.com/product/XcsKHx/amd-cpu-ad605ehdgibox,https://images-na.ssl-images-amazon.com/images/I/41u1-CCwnyL.jpg,4,2.3 GHz,,K10,45 W,None,
AMD Phenom II X3 705e,https://pcpartpicker.com/product/HyNp99/amd-cpu-hd705eocgibox,https://m.media-amazon.com/images/I/413R0iGXi5L.jpg,3,2.5 GHz,,K10,65 W,None,
AMD Phenom II X3 720 Black,https://pcpartpicker.com/product/pcsKHx/amd-cpu-hdz720wfgibox,https://m.media-amazon.com/images/I/21cxJQQvcsL.jpg,3,2.8 GHz,,K10,95 W,None,
AMD Phenom II X4 910e,https://pcpartpicker.com/product/qF6BD3/amd-cpu-hd910eocgmbox,https://m.media-amazon.com/images/I/21qeDfmdFeL.jpg,4,2.6 GHz,,K10,65 W,None,
Intel Celeron E1200,https://pcpartpicker.com/product/7xvRsY/intel-cpu-hh80557pg025d,/static/forever/img/no-image.png,2,1.6 GHz,,Core,65 W,None,
Intel Celeron E1400,https://pcpartpicker.com/product/mt2kcf/intel-cpu-hh80557pg041d,/static/forever/img/no-image.png,2,2 GHz,,Core,65 W,None,
Intel Celeron E1500,https://pcpartpicker.com/product/xzrG3C/intel-cpu-hh80557pg049d,/static/forever/img/no-image.png,2,2.2 GHz,,Core,65 W,None,
Intel Pentium E2160,https://pcpartpicker.com/product/jzrG3C/intel-cpu-bx80557e2160r,/static/forever/img/no-image.png,2,1.8 GHz,,Core,65 W,None,
Intel Pentium E2180,https://pcpartpicker.com/product/BKTmP6/intel-cpu-80557e2180,/static/forever/img/no-image.png,2,2 GHz,,Core,65 W,None,
Intel Pentium E2200,https://pcpartpicker.com/product/47bp99/intel-pentium-e2200-22-ghz-dual-core-oemtray-processor-hh80557pg0491m,/static/forever/img/no-image.png,2,2.2 GHz,,Core,65 W,None,
Intel Celeron E3200,https://pcpartpicker.com/product/NMH323/intel-cpu-at80571rg0561ml,/static/forever/img/no-image.png,2,2.4 GHz,,Wolfdale,65 W,None,
Intel Celeron E3200,https://pcpartpicker.com/product/LZmLrH/intel-cpu-bx80571e3200,https://images-na.ssl-images-amazon.com/images/I/41p4NzbPmzL.jpg,2,2.4 GHz,,Wolfdale,65 W,None,
Intel Celeron E3300,https://pcpartpicker.com/product/G8ckcf/intel-cpu-at80571rg0601ml,/static/forever/img/no-image.png,2,2.5 GHz,,Wolfdale,65 W,None,
Intel Core 2 Duo E4500,https://pcpartpicker.com/product/JLNp99/intel-cpu-hh80557pg0492m,/static/forever/img/no-image.png,2,2.2 GHz,,Core,65 W,None,
Intel Pentium E5400,https://pcpartpicker.com/product/g6fp99/intel-cpu-at80571pg0682m,/static/forever/img/no-image.png,2,2.7 GHz,,Wolfdale,65 W,None,
Intel Pentium E5400,https://pcpartpicker.com/product/qvGkcf/intel-cpu-at80571pg0682ml,/static/forever/img/no-image.png,2,2.7 GHz,,Wolfdale,65 W,None,
Intel Pentium E5500,https://pcpartpicker.com/product/Q4TmP6/intel-cpu-at80571pg0722ml,/static/forever/img/no-image.png,2,2.8 GHz,,Wolfdale,65 W,None,
Intel Core 2 Duo E6420,https://pcpartpicker.com/product/8GFPxr/intel-cpu-bx80557e6420,https://images-na.ssl-images-amazon.com/images/I/314iZFlv8rL.jpg,2,2.13 GHz,,Core,65 W,None,
Intel Core 2 Duo E6540,https://pcpartpicker.com/product/2PkD4D/intel-cpu-hh80557pj0534m,/static/forever/img/no-image.png,2,2.33 GHz,,Core,65 W,None,
Intel Core 2 Duo E6550,https://pcpartpicker.com/product/WkZQzy/intel-cpu-bx80557e6550r,/static/forever/img/no-image.png,2,2.33 GHz,,Core,65 W,None,
Intel Core 2 Duo E6750,https://pcpartpicker.com/product/4zrG3C/intel-cpu-bx80557e6750,https://m.media-amazon.com/images/I/51yGM0zTDqL.jpg,2,2.66 GHz,,Core,65 W,None,
Intel Core 2 Duo E7200,https://pcpartpicker.com/product/GQQypg/intel-cpu-eu80571ph0613m,/static/forever/img/no-image.png,2,2.53 GHz,,Wolfdale,65 W,None,
Intel Core 2 Duo E7500,https://pcpartpicker.com/product/sTfp99/intel-cpu-at80571ph0773m,/static/forever/img/no-image.png,2,2.93 GHz,,Wolfdale,65 W,None,
Intel Core 2 Duo E7600,https://pcpartpicker.com/product/JKTmP6/intel-cpu-bx80571e7600,https://m.media-amazon.com/images/I/31NVuDkn1SL.jpg,2,3.06 GHz,,Wolfdale,65 W,None,
Intel Core 2 Duo E8190,https://pcpartpicker.com/product/vr8Zxr/intel-cpu-eu80570pj0676mn,/static/forever/img/no-image.png,2,2.66 GHz,,Wolfdale,65 W,None,
Intel Core 2 Duo E8200,https://pcpartpicker.com/product/hfLypg/intel-cpu-bx80570e8200a,/static/forever/img/no-image.png,2,2.66 GHz,,Wolfdale,65 W,None,
Intel Core 2 Duo E8200,https://pcpartpicker.com/product/HcsKHx/intel-cpu-eu80570pj0676m,/static/forever/img/no-image.png,2,2.66 GHz,,Wolfdale,65 W,None,
Intel Core 2 Duo E8400,https://pcpartpicker.com/product/qt2kcf/intel-cpu-bx80570e8400a,/static/forever/img/no-image.png,2,3 GHz,,Wolfdale,65 W,None,
Intel Core 2 Duo E8500,https://pcpartpicker.com/product/QkZQzy/intel-cpu-at80570pj0876m,/static/forever/img/no-image.png,2,3.16 GHz,,Wolfdale,65 W,None,
Intel Core 2 Duo E8500,https://pcpartpicker.com/product/37bp99/intel-cpu-bx80570e8500a,/static/forever/img/no-image.png,2,3.16 GHz,,Wolfdale,65 W,None,
Intel Pentium G6950,https://pcpartpicker.com/product/VkZQzy/intel-cpu-bx80616g6950,https://cdna.pcpartpicker.com/static/forever/images/product/ec3e95c4fd47e7d4b05fc51d59f845c4.256p.jpg,2,2.8 GHz,,Westmere,73 W,Intel HD Graphics,
Intel Core i5-750S,https://pcpartpicker.com/product/c8ckcf/intel-cpu-bv80605003213ah,/static/forever/img/no-image.png,4,2.4 GHz,,Nehalem,82 W,None,
Intel Core i5-750S,https://pcpartpicker.com/product/sDvRsY/intel-cpu-bx80605i5750s,/static/forever/img/no-image.png,4,2.4 GHz,,Nehalem,82 W,None,
Intel Core i7-940,https://pcpartpicker.com/product/KvGkcf/intel-cpu-at80601000921aa,/static/forever/img/no-image.png,4,2.93 GHz,,Nehalem,130 W,None,
Intel Core 2 Quad Q8200,https://pcpartpicker.com/product/6GFPxr/intel-cpu-at80580pj0534mn,/static/forever/img/no-image.png,4,2.33 GHz,,Yorkfield,95 W,None,
Intel Core 2 Quad Q8200,https://pcpartpicker.com/product/zJdqqs/intel-cpu-eu80580pj0534mn,/static/forever/img/no-image.png,4,2.33 GHz,,Yorkfield,95 W,None,
Intel Core 2 Quad Q8200S,https://pcpartpicker.com/product/BX7wrH/intel-cpu-at80580aj0534mn,/static/forever/img/no-image.png,4,2.33 GHz,,Yorkfield,65 W,None,
Intel Core 2 Quad Q8200S,https://pcpartpicker.com/product/TGFPxr/intel-cpu-bx80580q8200s,https://m.media-amazon.com/images/I/51flr6zyWxL.jpg,4,2.33 GHz,,Yorkfield,65 W,None,
Intel Core 2 Quad Q8400,https://pcpartpicker.com/product/fX7wrH/intel-cpu-at80580pj0674ml,https://cdna.pcpartpicker.com/static/forever/images/product/a471625ee0e5f14e052dbf01c1a8b241.256p.jpg,4,2.66 GHz,,Yorkfield,95 W,None,
Intel Core 2 Quad Q8400S,https://pcpartpicker.com/product/N8ckcf/intel-cpu-at80580aj0674ml,/static/forever/img/no-image.png,4,2.66 GHz,,Yorkfield,65 W,None,
Intel Core 2 Quad Q9400,https://pcpartpicker.com/product/wLNp99/intel-cpu-at80580pj0676m,/static/forever/img/no-image.png,4,2.66 GHz,,Yorkfield,95 W,None,
Intel Core 2 Quad Q9400S,https://pcpartpicker.com/product/C7bp99/intel-cpu-at80580aj0676m,/static/forever/img/no-image.png,4,2.66 GHz,,Yorkfield,65 W,None,
Intel Core 2 Quad Q9505,https://pcpartpicker.com/product/dyNp99/intel-cpu-at80580pj0736mg,https://m.media-amazon.com/images/I/21x-d-RP5nL.jpg,4,2.83 GHz,,Yorkfield,95 W,None,
Intel Core 2 Quad Q9505S,https://pcpartpicker.com/product/JJdqqs/intel-cpu-at80580aj0736mg,/static/forever/img/no-image.png,4,2.83 GHz,,Yorkfield,65 W,None,
Intel Core 2 Quad Q9550S,https://pcpartpicker.com/product/HPkD4D/intel-cpu-at80569aj073n,/static/forever/img/no-image.png,4,2.83 GHz,,Yorkfield,65 W,None,
Intel Core 2 Extreme QX6700,https://pcpartpicker.com/product/KzrG3C/intel-cpu-hh80562ph0678m,https://cdna.pcpartpicker.com/static/forever/images/product/ee0a5eb38dc2b3707fe18515819580eb.256p.jpg,4,2.66 GHz,,Core,100 W,None,
Intel Core 2 Extreme QX6800,https://pcpartpicker.com/product/Qmzv6h/intel-cpu-bx80562qx6800,https://m.media-amazon.com/images/I/31h8k8HyC7L.jpg,4,2.93 GHz,,Core,100 W,None,
Intel Core 2 Extreme QX6800,https://pcpartpicker.com/product/F7bp99/intel-cpu-bx8056qx6800,/static/forever/img/no-image.png,4,2.93 GHz,,Core,100 W,None,
Intel Core 2 Extreme QX6800,https://pcpartpicker.com/product/3r8Zxr/intel-cpu-hh80562ph0778m,/static/forever/img/no-image.png,4,2.93 GHz,,Core,100 W,None,
Intel Core 2 Extreme QX6800,https://pcpartpicker.com/product/RDvRsY/intel-cpu-hh80562xh0778m,/static/forever/img/no-image.png,4,2.93 GHz,,Core,100 W,None,
Intel Core 2 Extreme QX6850,https://pcpartpicker.com/product/7KTmP6/intel-cpu-hh80562xj0808m,/static/forever/img/no-image.png,4,3 GHz,,Core,130 W,None,
Intel Core 2 Extreme QX9775,https://pcpartpicker.com/product/rZmLrH/intel-cpu-bx80574qx9775a,/static/forever/img/no-image.png,4,3.2 GHz,,Yorkfield,150 W,None,
Intel Core 2 Extreme QX9775,https://pcpartpicker.com/product/2X7wrH/intel-cpu-bx80574qx9775p,/static/forever/img/no-image.png,4,3.2 GHz,,Yorkfield,150 W,None,
AMD Athlon II X4 630,https://pcpartpicker.com/product/Pbg323/amd-cpu-adx630wfk42gi,/static/forever/img/no-image.png,4,2.8 GHz,,K10,95 W,None,
AMD Athlon II X4 620,https://pcpartpicker.com/product/JFkD4D/amd-cpu-adx620wfk42gi,/static/forever/img/no-image.png,4,2.6 GHz,,K10,95 W,None,
AMD Athlon II X2 255,https://pcpartpicker.com/product/mCXfrH/amd-cpu-adx255ocgmbox,https://m.media-amazon.com/images/I/21nmpgcEcsL.jpg,2,3.1 GHz,,K10,65 W,None,
AMD Athlon II X2 265,https://pcpartpicker.com/product/4dV48d/amd-cpu-adx265ocgmbox,https://m.media-amazon.com/images/I/21f67o6WcTL.jpg,2,3.2 GHz,,K10,65 W,None,
AMD Athlon II X4 610e,https://pcpartpicker.com/product/nsNp99/amd-cpu-ad610ehdgmbox,https://m.media-amazon.com/images/I/41I-JU96DWL.jpg,4,2.4 GHz,,K10,45 W,None,
AMD Phenom II X3 715 Black,https://pcpartpicker.com/product/dFNp99/amd-cpu-hdz715wcj3dgi,/static/forever/img/no-image.png,3,2.8 GHz,,K10,95 W,None,
AMD Athlon II X3 425,https://pcpartpicker.com/product/XXQypg/amd-cpu-adx425wfk32gi,/static/forever/img/no-image.png,3,2.7 GHz,,K10,95 W,None,
AMD Athlon II X3 455,https://pcpartpicker.com/product/PB3RsY/amd-cpu-adx455wfgmbox,https://m.media-amazon.com/images/I/21MFv5e0T7L.jpg,3,3.3 GHz,,K10,95 W,None,
Intel Celeron E3500,https://pcpartpicker.com/product/2VK7YJ/intel-cpu-bx80571e3500,https://cdna.pcpartpicker.com/static/forever/images/product/46a03879a29ca865286a09055ba2f4c1.256p.jpg,2,2.7 GHz,,Wolfdale,65 W,None,
AMD Phenom II X4 840,https://pcpartpicker.com/product/QCXfrH/amd-cpu-hdx840wfgmbox,/static/forever/img/no-image.png,4,3.2 GHz,,K10,95 W,None,
AMD Phenom II X4 955,https://pcpartpicker.com/product/FJ4gXL/amd-cpu-hdx955fbk4dgi,/static/forever/img/no-image.png,4,3.2 GHz,,K10,125 W,None,
AMD Phenom II X4 955,https://pcpartpicker.com/product/3cn2FT/amd-cpu-hdx955fbk4dgm,/static/forever/img/no-image.png,4,3.2 GHz,,K10,125 W,None,
AMD Athlon II X2 245,https://pcpartpicker.com/product/9TkD4D/amd-cpu-adx245ocgmbox,/static/forever/img/no-image.png,2,2.9 GHz,,K10,65 W,None,
AMD Athlon II X4 630,https://pcpartpicker.com/product/kqZQzy/amd-cpu-adx630wfgmbox,https://m.media-amazon.com/images/I/413jE+aXgGL.jpg,4,2.8 GHz,,K10,95 W,None,
AMD Athlon II X4 630,https://pcpartpicker.com/product/XfTmP6/amd-cpu-adx630wfk42gm,/static/forever/img/no-image.png,4,2.8 GHz,,K10,95 W,None,
AMD Athlon II X4 635,https://pcpartpicker.com/product/ckQypg/amd-cpu-adx635wfk42gm,/static/forever/img/no-image.png,4,2.9 GHz,,K10,95 W,None,
AMD Athlon II X3 440,https://pcpartpicker.com/product/qtDwrH/amd-cpu-adx440wfk32gm,/static/forever/img/no-image.png,3,3 GHz,,K10,95 W,None,
Intel Pentium G840,https://pcpartpicker.com/product/gyn2FT/intel-cpu-bx80623g840,https://m.media-amazon.com/images/I/41YyKDywz5L.jpg,2,2.8 GHz,,Sandy Bridge,65 W,Intel HD Graphics,
AMD Sempron 130,https://pcpartpicker.com/product/gLQypg/amd-cpu-sdx130hbk12gm,/static/forever/img/no-image.png,1,2.6 GHz,,K10,45 W,None,
Intel Celeron G540,https://pcpartpicker.com/product/wfbp99/intel-cpu-bx80623g540,https://m.media-amazon.com/images/I/51ZLTGPHjLL.jpg,2,2.5 GHz,,Sandy Bridge,65 W,Intel HD Graphics,
AMD FX-8100,https://pcpartpicker.com/product/JdR48d/amd-cpu-fd8100wmw8kgu,/static/forever/img/no-image.png,8,2.8 GHz,,Bulldozer,95 W,None,
AMD Phenom II X4 975,https://pcpartpicker.com/product/X2dqqs/amd-cpu-hdz975fbk4dgm,/static/forever/img/no-image.png,4,3.6 GHz,,K10,125 W,None,
AMD Phenom II X4 980 Black,https://pcpartpicker.com/product/Nxzv6h/amd-cpu-hdz980fbk4dgm,/static/forever/img/no-image.png,4,3.7 GHz,,K10,125 W,None,
AMD A6-3650,https://pcpartpicker.com/product/Ns2kcf/amd-cpu-ad3650wnz43gx,/static/forever/img/no-image.png,4,2.6 GHz,,Lynx,100 W,Radeon HD 6530D,
AMD Athlon II X2 260,https://pcpartpicker.com/product/XDLypg/amd-cpu-adx260ock23gm,https://cdna.pcpartpicker.com/static/forever/images/product/354edccd6a72338e6ea9ae3e2c4b7ce1.256p.jpg,2,3.2 GHz,,K10,65 W,None,
Intel Celeron G555,https://pcpartpicker.com/product/HCTmP6/intel-cpu-bx80623g555,/static/forever/img/no-image.png,2,2.7 GHz,,Sandy Bridge,65 W,Intel HD Graphics,
Intel Xeon E3-1235,https://pcpartpicker.com/product/zdZQzy/intel-cpu-bx80623e31235,https://images-na.ssl-images-amazon.com/images/I/51CiV9l89cL.jpg,4,3.2 GHz,,Sandy Bridge,95 W,Intel HD Graphics,
Intel Xeon E3-1245,https://pcpartpicker.com/product/ZCH323/intel-cpu-bx80623e31245,https://m.media-amazon.com/images/I/51F2u+LMhgL.jpg,4,3.3 GHz,,Sandy Bridge,95 W,Intel HD Graphics,
Intel Xeon E3-1280,https://pcpartpicker.com/product/k37wrH/intel-cpu-bx80637e31280v2,/static/forever/img/no-image.png,4,3.5 GHz,,Sandy Bridge,95 W,None,
Intel Pentium G2010,https://pcpartpicker.com/product/ZMzv6h/intel-cpu-bx80637g2010,https://m.media-amazon.com/images/I/51E28-KJ98L.jpg,2,2.8 GHz,,Ivy Bridge,55 W,Intel HD Graphics,
Intel Xeon E5-1660,https://pcpartpicker.com/product/WL3RsY/intel-cpu-bx80621e51660,https://images-na.ssl-images-amazon.com/images/I/51RJN9DPC5L.jpg,6,3.3 GHz,3.9 GHz,Sandy Bridge,130 W,None,
AMD A6-6420K,https://pcpartpicker.com/product/tvH323/amd-cpu-ad642koka23hl,/static/forever/img/no-image.png,2,4 GHz,4.2 GHz,Piledriver,65 W,Radeon HD 8000 Series,
AMD FX-4130,https://pcpartpicker.com/product/HVsKHx/amd-cpu-fd4130frw4mgu,/static/forever/img/no-image.png,4,3.8 GHz,,Bulldozer,125 W,None,
Intel Pentium G3258,https://pcpartpicker.com/product/4XCwrH/intel-cpu-cm8064601482573,/static/forever/img/no-image.png,2,3.2 GHz,,Haswell Refresh,53 W,Intel HD Graphics,
AMD Sempron X2 198,https://pcpartpicker.com/product/2xh9TW/amd-cpu-sd198xojz22gx,/static/forever/img/no-image.png,2,2.5 GHz,,Lynx,65 W,None,
AMD Sempron X2 198,https://pcpartpicker.com/product/wYphP6/amd-cpu-sd198xojgxbox,/static/forever/img/no-image.png,2,2.5 GHz,,Lynx,65 W,None,
AMD Sempron X2 190,https://pcpartpicker.com/product/kfK7YJ/amd-cpu-sdx190hdk22gm,/static/forever/img/no-image.png,2,2.5 GHz,,K10,45 W,None,
AMD A10-5700,https://pcpartpicker.com/product/vRfp99/amd-cpu-ad5700oka44hj,/static/forever/img/no-image.png,4,3.4 GHz,,Piledriver,65 W,Radeon HD 7660D,
AMD A10-6790B,https://pcpartpicker.com/product/phsKHx/amd-cpu-ad679bwoa44hl,/static/forever/img/no-image.png,4,4 GHz,,Piledriver,100 W,Radeon HD 8670D,
AMD A10-6790K,https://pcpartpicker.com/product/tCBv6h/amd-cpu-ad679kwoa44hl,/static/forever/img/no-image.png,4,4 GHz,4.3 GHz,Piledriver,100 W,Radeon HD 8670D,
AMD A4-6320,https://pcpartpicker.com/product/FXXfrH/amd-cpu-ad6320oka23hl,/static/forever/img/no-image.png,2,3.8 GHz,4 GHz,Piledriver,65 W,Radeon HD 8370D,
AMD A4-3400,https://pcpartpicker.com/product/x9xfrH/amd-cpu-ad3400ojz22hx,/static/forever/img/no-image.png,2,2.7 GHz,,Lynx,65 W,Radeon HD 6410D,
AMD A4-5300,https://pcpartpicker.com/product/98h9TW/amd-cpu-ad5300oka23hj,/static/forever/img/no-image.png,2,3.4 GHz,,Piledriver,65 W,Radeon HD 7480D,
AMD A4-4020,https://pcpartpicker.com/product/7CBv6h/amd-cpu-ad4020oka23hl,/static/forever/img/no-image.png,2,3.2 GHz,3.4 GHz,Piledriver,65 W,Radeon HD 7480D,
AMD A4-3420,https://pcpartpicker.com/product/8HV48d/amd-cpu-ad3420ojz22hx,/static/forever/img/no-image.png,2,2.8 GHz,,Lynx,65 W,Radeon HD 6410D,
Intel Celeron G470,https://pcpartpicker.com/product/64XfrH/intel-cpu-cm8062301264401,/static/forever/img/no-image.png,1,2 GHz,,Sandy Bridge,35 W,Intel HD Graphics,
AMD FX-6120,https://pcpartpicker.com/product/L72kcf/amd-cpu-fd6120wmw6kgu,/static/forever/img/no-image.png,6,3.5 GHz,4.1 GHz,Bulldozer,95 W,None,
AMD FX-6130,https://pcpartpicker.com/product/Gj8Zxr/amd-cpu-fd6130frw6kgu,/static/forever/img/no-image.png,6,3.6 GHz,3.9 GHz,Bulldozer,125 W,None,
AMD FX-8140,https://pcpartpicker.com/product/cMPfrH/amd-cpu-fd8140wmw8kgu,/static/forever/img/no-image.png,8,3.2 GHz,4.1 GHz,Bulldozer,95 W,None,
AMD Athlon II X4 651,https://pcpartpicker.com/product/44XfrH/amd-cpu-ad651xwngxbox,/static/forever/img/no-image.png,4,3 GHz,,Lynx,100 W,None,
AMD Athlon II X4 651,https://pcpartpicker.com/product/fhsKHx/amd-cpu-ad651xwnz43gx,/static/forever/img/no-image.png,4,3 GHz,,Lynx,100 W,None,
AMD Athlon II X4 638,https://pcpartpicker.com/product/NvLypg/amd-cpu-ad638xojgxbox,/static/forever/img/no-image.png,4,2.7 GHz,,Lynx,65 W,None,
AMD E2-3200,https://pcpartpicker.com/product/Gxh9TW/amd-cpu-ed3200ojgxbox,/static/forever/img/no-image.png,2,2.4 GHz,,Lynx,65 W,Radeon HD 6370D,
AMD Athlon X2 370K,https://pcpartpicker.com/product/MwMFf7/amd-cpu-ad370koka23hl,/static/forever/img/no-image.png,2,4.2 GHz,,Piledriver,65 W,None,
Intel Core i3-4370,https://pcpartpicker.com/product/pQjG3C/intel-cpu-cm8064601482462,/static/forever/img/no-image.png,2,3.8 GHz,,Haswell Refresh,54 W,Intel HD Graphics 4600,
AMD A8-7600,https://pcpartpicker.com/product/f4XfrH/amd-cpu-ad7600ybi44ja,https://images-eu.ssl-images-amazon.com/images/I/41sGTdAhnFL.jpg,4,3.1 GHz,3.8 GHz,Steamroller,65 W,Radeon R7 (on-die),
AMD Athlon X4 550,https://pcpartpicker.com/product/y9Trxr/amd-cpu-ad550xjah44hm,/static/forever/img/no-image.png,4,2.2 GHz,,Jaguar,25 W,None,
AMD Phenom II X2 B59,https://pcpartpicker.com/product/nFfmP6/amd-cpu-hdxb59wfk2dgm,/static/forever/img/no-image.png,2,3.4 GHz,,K10,80 W,None,
Intel Pentium G3250T,https://pcpartpicker.com/product/G6M323/intel-cpu-cm8064601483718,https://images-na.ssl-images-amazon.com/images/I/31KIA2oG0lL.jpg,2,2.8 GHz,,Haswell Refresh,35 W,Intel HD Graphics,
Intel Pentium G3460,https://pcpartpicker.com/product/wFfmP6/intel-cpu-cm8064601482508,/static/forever/img/no-image.png,2,3.5 GHz,,Haswell Refresh,53 W,Intel HD Graphics,
Intel Xeon E5-2622 V3,https://pcpartpicker.com/product/FMnG3C/intel-cpu-cm8064401576904,/static/forever/img/no-image.png,8,2.4 GHz,,Haswell,85 W,None,
Intel Xeon E5-2630 V3,https://pcpartpicker.com/product/6QzZxr/intel-cpu-bx80644e52630v3,/static/forever/img/no-image.png,8,2.4 GHz,3.2 GHz,Haswell,85 W,None,
Intel Xeon E5-2685 V3,https://pcpartpicker.com/product/KRs8TW/intel-cpu-cm8064401684201,https://images-na.ssl-images-amazon.com/images/I/511CGtwsIBL.jpg,12,2.6 GHz,3.3 GHz,Haswell,120 W,None,
Intel Xeon E5-2609,https://pcpartpicker.com/product/sD4NnQ/intel-cpu-cm8062107186604,/static/forever/img/no-image.png,4,2.4 GHz,,Sandy Bridge,80 W,None,
AMD Phenom II X6 1065T,https://pcpartpicker.com/product/tLkwrH/amd-cpu-hdt65twfk6dgr,/static/forever/img/no-image.png,6,2.7 GHz,,K10,95 W,None,
Intel Xeon E3-1270 V3,https://pcpartpicker.com/product/YmPzK8/intel-cpu-cm8064601467101,/static/forever/img/no-image.png,4,3.5 GHz,3.9 GHz,Haswell,80 W,None,
AMD FX-8310,https://pcpartpicker.com/product/dTWrxr/amd-cpu-fd8310wmw8khk,/static/forever/img/no-image.png,8,3.4 GHz,4.3 GHz,Piledriver,95 W,None,
Intel Core i5-4570S,https://pcpartpicker.com/product/htJkcf/intel-cpu-bxc80646i54570s,/static/forever/img/no-image.png,4,2.9 GHz,,Haswell,65 W,Intel HD Graphics 4600,
Intel Pentium G3470,https://pcpartpicker.com/product/Ljp323/intel-cpu-cm8064601482520,/static/forever/img/no-image.png,2,3.6 GHz,,Haswell Refresh,53 W,Intel HD Graphics,
Intel Core i7-5775C,https://pcpartpicker.com/product/Y7Trxr/intel-cpu-cm8065802483301,/static/forever/img/no-image.png,4,3.3 GHz,3.7 GHz,Broadwell,65 W,Iris Pro Graphics 6200,
AMD A8-7670K,https://pcpartpicker.com/product/Dtp323/amd-cpu-ad767kxbi44jc,/static/forever/img/no-image.png,4,3.6 GHz,3.9 GHz,Steamroller,95 W,Radeon R7 (on-die),
Intel Pentium G4500T,https://pcpartpicker.com/product/4K4NnQ/intel-cpu-cm8066201927512,https://m.media-amazon.com/images/I/51YJoTfFMkL.jpg,2,3 GHz,,Skylake,35 W,Intel HD Graphics 530,
Intel Xeon E3-1225 V5,https://pcpartpicker.com/product/DDcMnQ/intel-cpu-cm8066201922605,https://cdna.pcpartpicker.com/static/forever/images/product/ce351621bfb4f8a7299f9b660227e3bb.256p.jpg,4,3.3 GHz,3.7 GHz,Skylake,80 W,Intel HD Graphics P530,
Intel Xeon E3-1245 V5,https://pcpartpicker.com/product/LhtWGX/intel-cpu-cm8066201934913,/static/forever/img/no-image.png,4,3.5 GHz,3.9 GHz,Skylake,80 W,Intel HD Graphics P530,
AMD Athlon X4 845,https://pcpartpicker.com/product/HC648d/amd-cpu-ad845xaci43ka,/static/forever/img/no-image.png,4,3.5 GHz,3.8 GHz,Puma+,65 W,None,
AMD A6-7470K,https://pcpartpicker.com/product/Vxs8TW/amd-cpu-ad747kybi23jc,/static/forever/img/no-image.png,2,3.7 GHz,4 GHz,Steamroller,65 W,Radeon R5 (on die),
AMD A10-7860k,https://pcpartpicker.com/product/7tnG3C/amd-cpu-ad786kybi44jc,/static/forever/img/no-image.png,4,3.6 GHz,4 GHz,Steamroller,65 W,Radeon R7 (on-die),
AMD A10-7890K,https://pcpartpicker.com/product/FRvZxr/amd-cpu-ad789kxdi44jc,/static/forever/img/no-image.png,4,4.1 GHz,4.3 GHz,Steamroller,95 W,Radeon R7 (on-die),
Intel Core i7-6850K,https://pcpartpicker.com/product/fY98TW/intel-cpu-bxc80671i76850k,/static/forever/img/no-image.png,6,3.6 GHz,3.8 GHz,Broadwell,140 W,None,
AMD Athlon X4 860K,https://pcpartpicker.com/product/J9rcCJ/amd-athlon-x4-860k-37ghz-quad-core-processor-ad860kxbjasbx,https://cdna.pcpartpicker.com/static/forever/images/product/d36cf4c3ef855225c0febf17d51f4bb2.256p.jpg,4,3.7 GHz,4 GHz,Steamroller,95 W,None,
Intel Core i3-7101TE,https://pcpartpicker.com/product/tqX2FT/intel-core-i3-7101te-34ghz-dual-core-oemtray-processor-cm8067702867061,/static/forever/img/no-image.png,2,3.4 GHz,,Kaby Lake,35 W,Intel HD Graphics 610,
Intel Core i5-7640X,https://pcpartpicker.com/product/VdkwrH/intel-core-i5-7640x-40ghz-quad-core-processor-bxc80677i57640x,/static/forever/img/no-image.png,4,4 GHz,4.2 GHz,Kaby Lake,112 W,None,
Intel Xeon E3-1275 V6,https://pcpartpicker.com/product/F938TW/intel-xeon-e3-1275-v6-38ghz-quad-core-oemtray-processor-cm8067702870931,/static/forever/img/no-image.png,4,3.8 GHz,4.2 GHz,Kaby Lake,73 W,Intel HD Graphics P630,
