Name,URL,Image,Screen Size,Resolution,Refresh Rate,Response Time (G2G),Panel Type,Aspect Ratio,Price
Acer XFA240 bmjdpr,https://pcpartpicker.com/product/LXMwrH/acer-xfa240-bmjdpr-240-1920x1080-144-hz-monitor-xfa240-bmjdpr,https://m.media-amazon.com/images/I/51SV6M-98IL.jpg,"24.0""",1920 x 1080,144 Hz,1 ms,TN,16:9,
AOC CQ32G1,https://pcpartpicker.com/product/2nZFf7/aoc-cq32g1-315-2560x1440-144-hz-monitor-cq32g1,https://cdna.pcpartpicker.com/static/forever/images/product/02414dde682ef9e1e4b3783ae966a9b6.256p.jpg,"31.5""",2560 x 1440,144 Hz,1 ms,VA,16:9,
ViewSonic VX2758-2KP-MHD,https://pcpartpicker.com/product/DjH8TW/viewsonic-vx2758-2kp-mhd-270-2560x1440-144-hz-monitor-vx2758-2kp-mhd,https://cdna.pcpartpicker.com/static/forever/images/product/bcc446439651e470833679e53e47177e.256p.jpg,"27.0""",2560 x 1440,144 Hz,3 ms,IPS,16:9,
MSI Optix MAG251RX,https://pcpartpicker.com/product/nGhmP6/msi-optix-mag251rx-245-1920x1080-240-hz-monitor-optix-mag251rx,https://cdna.pcpartpicker.com/static/forever/images/product/d5afe412674dd5ec77dd757b8ec35a9f.256p.jpg,"24.5""",1920 x 1080,240 Hz,1 ms,IPS,16:9,
Dell S2522HG,https://pcpartpicker.com/product/qdFbt6/dell-s2522hg-245-1920x1080-240-hz-monitor-s2522hg,https://cdna.pcpartpicker.com/static/forever/images/product/0e0a67d72fdd4d79c18d9edd25bf8a5d.256p.jpg,"24.5""",1920 x 1080,240 Hz,1 ms,IPS,16:9,
Acer XV272U KFbmiipruzx,https://pcpartpicker.com/product/V7VmP6/acer-xv272u-kfbmiipruzx-270-2560x1440-300-hz-monitor-umhx2aaf01,https://cdna.pcpartpicker.com/static/forever/images/product/2203e7b62d5df8fef829cf7d2b5208c8.256p.jpg,"27.0""",2560 x 1440,300 Hz,,IPS,16:9,
Dell G2524H,https://pcpartpicker.com/product/xNTZxr/dell-g2524h-245-1920-x-1080-280-hz-monitor-g2524h,https://m.media-amazon.com/images/I/51VvhC8EpfL.jpg,"24.5""",1920 x 1080,280 Hz,0.5 ms,IPS,16:9,
AOC 27G2S,https://pcpartpicker.com/product/4ykH99/aoc-27g2s-270-1920-x-1080-165-hz-monitor-27g2s,https://cdna.pcpartpicker.com/static/forever/images/product/fc3e440600d4cc9e1a48b7e82a867b85.256p.jpg,"27.0""",1920 x 1080,165 Hz,,VA,16:9,
HP Evnia 27M2N3501PA/00,https://pcpartpicker.com/product/8mJBD3/hp-evnia-27m2n3501pa00-270-2560-x-1440-260-hz-monitor-27m2n3501pa00,/static/forever/img/no-image.png,"27.0""",2560 x 1440,260 Hz,1 ms,IPS,16:9,
Asus TUF Gaming VG328QA1A,https://pcpartpicker.com/product/b7CZxr/asus-tuf-gaming-vg328qa1a-315-1920-x-1080-170-hz-monitor-90lm08r0-b01eb0,https://cdna.pcpartpicker.com/static/forever/images/product/3a9e5ca066c5bc2253a33ae58cb67ef6.256p.jpg,"31.5""",1920 x 1080,170 Hz,,VA,16:9,199.00
LG 32GN650-B,https://pcpartpicker.com/product/ZpGbt6/lg-32gn650-b-315-2560x1440-165-hz-monitor-32gn650-b,https://cdna.pcpartpicker.com/static/forever/images/product/deaf0e9169331a023bd5e7bedb05bdda.256p.jpg,"31.5""",2560 x 1440,165 Hz,5 ms,VA,16:9,
Samsung Odyssey G65B,https://pcpartpicker.com/product/Lc4Zxr/samsung-odyssey-g65b-320-2560-x-1440-240-hz-curved-monitor-ls32bg650euxxu,https://cdna.pcpartpicker.com/static/forever/images/product/db6760f7dad31da41b81f4340d1636ae.256p.jpg,"32.0""",2560 x 1440,240 Hz,1 ms,VA,16:9,
AOC C27G1,https://pcpartpicker.com/product/p8c48d/aoc-c27g1-270-1920x1080-144-hz-monitor-c27g1,https://cdna.pcpartpicker.com/static/forever/images/product/fa208ac2352d1bc5776d1c90df5debb3.256p.jpg,"27.0""",1920 x 1080,144 Hz,1 ms,VA,16:9,
BenQ GW2790QT,https://pcpartpicker.com/product/PfFmP6/benq-gw2790qt-270-2560-x-1440-75-hz-monitor-gw2790qt,https://cdna.pcpartpicker.com/static/forever/images/product/634cfb838b8509669188f6ee1e7b1e35.256p.jpg,"27.0""",2560 x 1440,75 Hz,5 ms,,16:9,249.99
Asus TUF GAMING VG24VQE,https://pcpartpicker.com/product/sFxRsY/asus-tuf-gaming-vg24vqe-236-1920x1080-165-hz-curved-monitor-90lm0575-b011b0,https://cdna.pcpartpicker.com/static/forever/images/product/e19ec2cd450373fc3a22f3db0a956f1e.256p.jpg,"23.6""",1920 x 1080,165 Hz,,VA,16:9,
Acer Nitro VG270U,https://pcpartpicker.com/product/ynn8TW/acer-nitro-vg270u-270-2560x1440-75-hz-monitor-umhv0ee007,https://cdna.pcpartpicker.com/static/forever/images/product/33d5e7af2c76812c48b4dde6ffd0e290.256p.jpg,"27.0""",2560 x 1440,75 Hz,1 ms,IPS,16:9,
HP 22fw,https://pcpartpicker.com/product/kk6qqs/hp-3ks60aa-215-1920x1080-60-hz-monitor-3ks60aa,https://cdna.pcpartpicker.com/static/forever/images/product/609686fa4864fc070925a7a600935b43.256p.jpg,"21.5""",1920 x 1080,60 Hz,5 ms,IPS,16:9,
VIOTEK GFV22CB,https://pcpartpicker.com/product/btfFf7/viotek-gfv22cb-220-1920x1080-144-hz-monitor-gfv22cb,https://m.media-amazon.com/images/I/41pZWd-IPLL.jpg,"22.0""",1920 x 1080,144 Hz,5 ms,VA,16:9,
Acer Nitro XZ6,https://pcpartpicker.com/product/fHcG3C/acer-nitro-xz6-295-2560x1080-200-hz-curved-monitor-umrx6aax01,https://cdna.pcpartpicker.com/static/forever/images/product/372d2ab0ab7b282918d3b73a127b7ad3.256p.jpg,"29.5""",2560 x 1080,200 Hz,,VA,21:9,
INNOCN 32M2V,https://pcpartpicker.com/product/4Xhv6h/innocn-32m2v-320-3840-x-2160-144-hz-monitor-32m2v,https://m.media-amazon.com/images/I/4161ihwbd-L.jpg,"32.0""",3840 x 2160,144 Hz,1 ms,IPS Mini LED,16:9,799.99
ViewSonic VX3276-2K-MHD,https://pcpartpicker.com/product/7yhKHx/viewsonic-vx3276-2k-mhd-320-2560x1440-60-hz-monitor-vx3276-2k-mhd,https://cdna.pcpartpicker.com/static/forever/images/product/29276cd0bddd7f2c60697bd22cf439c3.256p.jpg,"32.0""",2560 x 1440,60 Hz,8 ms,IPS,16:9,229.95
Asus TUF Gaming VG32AQL1A,https://pcpartpicker.com/product/tVrRsY/asus-tuf-gaming-vg32aql1a-315-2560-x-1440-170-hz-monitor-vg32aql1a,https://m.media-amazon.com/images/I/412-yuXedjL.jpg,"31.5""",2560 x 1440,170 Hz,1 ms,IPS,16:9,
Asus TUF Gaming VG34VQEL1A,https://pcpartpicker.com/product/Yq9wrH/asus-tuf-gaming-vg34vqel1a-340-3440-x-1440-100-hz-curved-monitor-vg34vqel1a,https://cdna.pcpartpicker.com/static/forever/images/product/80bb3cd815ad44433182ffee20bde111.256p.jpg,"34.0""",3440 x 1440,100 Hz,,VA,21:9,
Acer Nitro XV275K P3,https://pcpartpicker.com/product/zy3NnQ/acer-nitro-xv275k-p3-270-3840-x-2160-160-hz-monitor-xv275k-p3biipruzx,https://m.media-amazon.com/images/I/31unZGJ1D9L.jpg,"27.0""",3840 x 2160,160 Hz,1 ms,IPS Mini LED,16:9,
LG 48GQ900-B,https://pcpartpicker.com/product/sGQcCJ/lg-48gq900-b-475-3840x2160-120-hz-monitor-48gq900-b,https://cdna.pcpartpicker.com/static/forever/images/product/18a6fae70c0d6025248113919115a11f.256p.jpg,"47.5""",3840 x 2160,120 Hz,0.1 ms,OLED,16:9,
LG 28MQ780-B,https://pcpartpicker.com/product/FFNxFT/lg-28mq780-b-276-2560x2880-60-hz-monitor-28mq780-b,https://cdna.pcpartpicker.com/static/forever/images/product/2b8f7762a8f678debb7f878c8b624809.256p.jpg,"27.6""",2560 x 2880,60 Hz,5 ms,IPS,8:9,
Acer Vero V7 V227Q E3,https://pcpartpicker.com/product/XvNYcf/acer-vero-v7-v227q-e3-215-1920-x-1080-100-hz-monitor-umwv7aa303,https://cdna.pcpartpicker.com/static/forever/images/product/03de08ddc879c3631b72b1b4c4bc8aa6.256p.jpg,"21.5""",1920 x 1080,100 Hz,4 ms,IPS,16:9,124.98
ViewSonic OMNI VX2428J,https://pcpartpicker.com/product/2jQKHx/viewsonic-omni-vx2428j-238-1920-x-1080-180-hz-monitor-vx2428j,https://cdna.pcpartpicker.com/static/forever/images/product/4d99f6ac8ad25290afbcda283365796f.256p.jpg,"23.8""",1920 x 1080,180 Hz,,IPS,16:9,
LG 24GN600-B,https://pcpartpicker.com/product/ZLwypg/lg-24gn600-b-240-1920x1080-144-hz-monitor-24gn600-b,https://cdna.pcpartpicker.com/static/forever/images/product/500fd3e8fbad9d6a810ab335406c0c5e.256p.jpg,"24.0""",1920 x 1080,144 Hz,1 ms,IPS,16:9,
Sceptre E275W-1920,https://pcpartpicker.com/product/NwrcCJ/sceptre-monitor-e275w1920,https://cdna.pcpartpicker.com/static/forever/images/product/d0d9dd29726b5e2699994a5c2e27220c.med.256p.jpg,"27.0""",1920 x 1080,60 Hz,5 ms,,16:9,87.97
iiyama G-MASTER BLACK HAWK,https://pcpartpicker.com/product/n8bwrH/iiyama-g-master-black-hawk-270-1920x1080-75hz-monitor-g2730hsu-b1,https://cdna.pcpartpicker.com/static/forever/images/product/88f22cfd30c6da44e73320a12a297d92.256p.jpg,"27.0""",1920 x 1080,75 Hz,1 ms,TN,16:9,
MSI Optix MAG321CQR,https://pcpartpicker.com/product/TPw7YJ/msi-optix-mag321cqr-315-2560x1440-144-hz-monitor-optix-mag321cqr,https://m.media-amazon.com/images/I/41tVsmqRK9L.jpg,"31.5""",2560 x 1440,144 Hz,1 ms,VA,16:9,
Dell S3220DGF,https://pcpartpicker.com/product/xNWBD3/dell-s3220dgf-315-2560x1440-165-hz-monitor-s3220dgf,https://cdna.pcpartpicker.com/static/forever/images/product/430d0c83f3273fee6e51aafc244dcffa.256p.jpg,"31.5""",2560 x 1440,165 Hz,5 ms,VA,16:9,
AOC C27G2,https://pcpartpicker.com/product/MHTzK8/aoc-c27g2-270-1920x1080-165-hz-monitor-c27g2,https://cdna.pcpartpicker.com/static/forever/images/product/90cfc3b721b756bd829601819aea716b.256p.jpg,"27.0""",1920 x 1080,165 Hz,,VA,16:9,
Acer Predator XB273 GZ,https://pcpartpicker.com/product/8cXJ7P/acer-predator-xb273-gz-270-1920-x-1080-280-hz-monitor-umhx3aaz02,https://m.media-amazon.com/images/I/315OnRsjlNL.jpg,"27.0""",1920 x 1080,280 Hz,1 ms,,16:9,
HP 27mx,https://pcpartpicker.com/product/DcCZxr/hp-27mx-270-1920-x-1080-144-hz-monitor-4kk74aaaba,https://cdna.pcpartpicker.com/static/forever/images/product/fc3a9869efbe442e7db4530996da3a5a.256p.jpg,"27.0""",1920 x 1080,144 Hz,1 ms,TN,16:9,
LG 37G800A-B,https://pcpartpicker.com/product/pXqNnQ/lg-37g800a-b-365-3840-x-2160-165-hz-curved-monitor-37g800a-b,https://cdna.pcpartpicker.com/static/forever/images/product/5bdc4ea6cf2ccdb78b1f1cf8babcb389.256p.jpg,"36.5""",3840 x 2160,165 Hz,1 ms,VA,16:9,599.99
Asus Eye Care VY27UQ,https://pcpartpicker.com/product/rNkH99/asus-eye-care-vy27uq-270-3840-x-2160-60-hz-monitor-vy27uq,https://cdna.pcpartpicker.com/static/forever/images/product/cfa7cfbd70ade850985ef1845fbcec2e.256p.jpg,"27.0""",3840 x 2160,60 Hz,5 ms,IPS,16:9,199.00
TCL 32R84,https://pcpartpicker.com/product/w7BFf7/tcl-32r84-315-3840-x-2160-165-hz-monitor-32r84,https://m.media-amazon.com/images/I/41cgBuoVP1L.jpg,"31.5""",3840 x 2160,165 Hz,1 ms,VA QD-Mini LED,16:9,749.99
BenQ MOBIUZ EX271UZ,https://pcpartpicker.com/product/CsWmP6/benq-mobiuz-ex271uz-265-3840-x-2160-240-hz-monitor-ex271uz,https://cdna.pcpartpicker.com/static/forever/images/product/413282d3ed166abf0e0ebe93f6b89c8d.256p.jpg,"26.5""",3840 x 2160,240 Hz,0.03 ms,QD-OLED,16:9,949.99
BenQ XL2411,https://pcpartpicker.com/product/d6H48d/benq-xl2411-240-1920x1080-144hz-monitor-xl2411,/static/forever/img/no-image.png,"24.0""",1920 x 1080,144 Hz,1 ms,TN,16:9,
MSI Modern MD272UPHW,https://pcpartpicker.com/product/PRnXsY/msi-modern-md272uphw-270-3840-x-2160-60-hz-monitor-modern-md272uphw,https://cdna.pcpartpicker.com/static/forever/images/product/0524bd8dcad61c3b4e8c1515b209205f.256p.jpg,"27.0""",3840 x 2160,60 Hz,4 ms,IPS,16:9,259.99
Acer XZ396QU Pwmiipphx,https://pcpartpicker.com/product/4qt9TW/acer-xz396qu-pwmiipphx-385-2560x1440-165-hz-curved-monitor-umtx6aap01,https://cdna.pcpartpicker.com/static/forever/images/product/f413f983d1c0f0179123e1c8ec8b02e8.256p.jpg,"38.5""",2560 x 1440,165 Hz,,VA,16:9,599.00
Asus VS228H-P,https://pcpartpicker.com/product/MZYXsY/asus-monitor-vs228hp,https://m.media-amazon.com/images/I/41aBaMMna2L.jpg,"21.5""",1920 x 1080,,5 ms,,16:9,
Asus TUF Gaming VG328H1B,https://pcpartpicker.com/product/chxbt6/asus-tuf-gaming-vg328h1b-315-1920x1080-165-hz-monitor-90lm0681-b011b0,https://cdna.pcpartpicker.com/static/forever/images/product/6529ff83a732c4ef7267b383476203d4.256p.jpg,"31.5""",1920 x 1080,165 Hz,,VA,16:9,
MSI Optix MAG301CR,https://pcpartpicker.com/product/VMrYcf/msi-optix-mag301cr-300-2560x1080-200-hz-monitor-optix-mag301cr,https://cdna.pcpartpicker.com/static/forever/images/product/f2a3e665147d4667499efe3468a81742.256p.jpg,"30.0""",2560 x 1080,200 Hz,,VA,21:9,495.00
Dell P1917S,https://pcpartpicker.com/product/GFLwrH/dell-p1917s-190-1280x1024-60-hz-monitor-p1917s,https://cdna.pcpartpicker.com/static/forever/images/product/cf3e58c96c00bed76c4b91f6b1cc605d.256p.jpg,"19.0""",1280 x 1024,60 Hz,6 ms,IPS,5:4,209.99
Sceptre E225W-1920,https://pcpartpicker.com/product/6NGj4D/sceptre-monitor-e225w1920,https://cdna.pcpartpicker.com/static/forever/images/product/c23570f46196862731e5c5bc0d1d966f.med.256p.jpg,"22.0""",1920 x 1080,60 Hz,5 ms,TN,16:9,
ViewSonic XG2401,https://pcpartpicker.com/product/rY98TW/viewsonic-monitor-xg2401,https://m.media-amazon.com/images/I/31qQo4tGTtL.jpg,"23.6""",1920 x 1080,144 Hz,1 ms,TN,16:9,
HP OMEN 25,https://pcpartpicker.com/product/Dfqbt6/hp-omen-25-245-1920x1080-144hz-monitor-z7y57a9aba,https://cdna.pcpartpicker.com/static/forever/images/product/9047ccfdb5411db4bb2670bcdfd8810c.256p.jpg,"24.5""",1920 x 1080,144 Hz,1 ms,TN,16:9,
LG 24GL600F-B,https://pcpartpicker.com/product/Yzzkcf/lg-24gl600f-b-236-1920x1080-144-hz-monitor-24gl600f-b,https://cdna.pcpartpicker.com/static/forever/images/product/685498d2707cb81573df37f3e403692b.256p.jpg,"23.6""",1920 x 1080,144 Hz,1 ms,TN,16:9,
Sceptre C275B-144RN,https://pcpartpicker.com/product/3VqhP6/sceptre-c275b-144rn-270-1920x1080-144-hz-monitor-c275b-144rn,https://cdna.pcpartpicker.com/static/forever/images/product/4f8c3ee5a135aeb9f41b58c16b78c022.256p.jpg,"27.0""",1920 x 1080,144 Hz,3 ms,VA,16:9,
Asus TUF Gaming VG289Q,https://pcpartpicker.com/product/7fVG3C/asus-tuf-gaming-vg289q-280-3840x2160-60-hz-monitor-90lm05b0-b011b0,https://cdna.pcpartpicker.com/static/forever/images/product/ee21b02140e7134ff445c5bbf8014d35.256p.jpg,"28.0""",3840 x 2160,60 Hz,5 ms,IPS,16:9,
HUAWEI MateView GT,https://pcpartpicker.com/product/bxrqqs/huawei-mateview-gt-270-2560-x-1440-165-hz-curved-monitor-53060444,https://cdna.pcpartpicker.com/static/forever/images/product/0838fcd4c3fe2cc234adf3fd307275c1.256p.jpg,"27.0""",2560 x 1440,165 Hz,,VA,16:9,
LG 32GQ850-B,https://pcpartpicker.com/product/VNt9TW/lg-32gq850-b-320-2560x1440-240-hz-monitor-32gq850-b,https://cdna.pcpartpicker.com/static/forever/images/product/946441a6075b182b741f5e391376c440.256p.jpg,"32.0""",2560 x 1440,240 Hz,1 ms,IPS,16:9,671.33
LG 32UN650-W,https://pcpartpicker.com/product/hqvqqs/lg-32un650-w-315-3840x2160-60-hz-monitor-32un650-w,https://cdna.pcpartpicker.com/static/forever/images/product/3d207184f53cf2717a06c8ac9d76a904.256p.jpg,"31.5""",3840 x 2160,60 Hz,5 ms,IPS,16:9,383.85
BenQ PD2705U,https://pcpartpicker.com/product/BKHqqs/benq-pd2705u-270-3840-x-2160-60-hz-monitor-pd2705u,https://cdna.pcpartpicker.com/static/forever/images/product/37730491d36bb7195882992b2b8741dd.256p.jpg,"27.0""",3840 x 2160,60 Hz,5 ms,IPS,16:9,
Lenovo G27-20,https://pcpartpicker.com/product/TMcgXL/lenovo-g27-20-270-1920-x-1080-144-hz-monitor-66c2gcc1us,https://m.media-amazon.com/images/I/41nEQjfYmvL.jpg,"27.0""",1920 x 1080,144 Hz,,IPS,16:9,229.99
MSI G32CQ5P,https://pcpartpicker.com/product/9dgrxr/msi-g32cq5p-315-2560-x-1440-170-hz-curved-monitor-g32cq5p,https://cdna.pcpartpicker.com/static/forever/images/product/3e015d3563f9034bb5a2c1d186c629c5.256p.jpg,"31.5""",2560 x 1440,170 Hz,,VA,16:9,
Lenovo LEGION Y34wz-30,https://pcpartpicker.com/product/Y7n9TW/lenovo-legion-y34wz-30-340-3440-x-1440-180-hz-curved-monitor-67b0uac1us,https://cdna.pcpartpicker.com/static/forever/images/product/c00bb8d3b306ea1dbe5394bcc226688b.256p.jpg,"34.0""",3440 x 1440,180 Hz,11 ms,VA Mini LED,21:9,
Acer XB271HU bmiprz,https://pcpartpicker.com/product/ttnG3C/acer-monitor-xb271hubmiprz,https://cdna.pcpartpicker.com/static/forever/images/product/ac318cf61622a7e45350e6ff262e8a86.256p.jpg,"27.0""",2560 x 1440,165 Hz,4 ms,IPS,16:9,
LG 32GP83B-B,https://pcpartpicker.com/product/bZzhP6/lg-32gp83b-b-320-2560-x-1440-165-hz-monitor-32gp83b-b,https://m.media-amazon.com/images/I/31EFhWtAPfL.jpg,"32.0""",2560 x 1440,165 Hz,1 ms,IPS,16:9,
Acer XZ270 Xbmiipx,https://pcpartpicker.com/product/W3WzK8/acer-xz270-xbmiipx-270-1920x1080-240-hz-monitor-umhx0aax01,https://cdna.pcpartpicker.com/static/forever/images/product/2dc7c2429dd13664fcc340dca66bfd5b.256p.jpg,"27.0""",1920 x 1080,240 Hz,,VA,16:9,259.00
Samsung T350,https://pcpartpicker.com/product/QMVmP6/samsung-t350-220-1920x1080-75-hz-monitor-lf22t350fhnxza,https://cdna.pcpartpicker.com/static/forever/images/product/d715b5dddaafef900947e7560e157f65.256p.jpg,"22.0""",1920 x 1080,75 Hz,5 ms,IPS,16:9,
HP Omen 32c,https://pcpartpicker.com/product/CrBzK8/hp-omen-32c-315-2560-x-1440-165-hz-curved-monitor-780k6aaaba,https://cdna.pcpartpicker.com/static/forever/images/product/878ca570ac82471e6dbfa10353841a2a.256p.jpg,"31.5""",2560 x 1440,165 Hz,1 ms,VA,16:9,249.99
Pixio PX248 Wave,https://pcpartpicker.com/product/3JgZxr/pixio-px248-wave-240-1920-x-1080-200-hz-monitor-px248wavebe,https://m.media-amazon.com/images/I/41sFmDMVmjL.jpg,"24.0""",1920 x 1080,200 Hz,1 ms,IPS,16:9,159.99
Acer XF240H,https://pcpartpicker.com/product/FZJkcf/acer-xf240h-240-1920x1080-144-hz-monitor-umfx0aa001,https://cdna.pcpartpicker.com/static/forever/images/product/4c261f785cd346d82181fe59c15ccc5d.256p.jpg,"24.0""",1920 x 1080,144 Hz,1 ms,TN,16:9,
Gigabyte AORUS FI27Q-P,https://pcpartpicker.com/product/Mqdrxr/gigabyte-aorus-fi27q-p-270-2560x1440-165-hz-monitor-aorus-fi27q-p,https://cdna.pcpartpicker.com/static/forever/images/product/e7a5005a6e44a46770e948cbc94aea33.256p.jpg,"27.0""",2560 x 1440,165 Hz,,IPS,16:9,
Acer KG271U Abmiipx,https://pcpartpicker.com/product/QXTPxr/acer-kg271u-abmiipx-270-2560x1440-144-hz-monitor-kg271u-abmiipx,https://cdna.pcpartpicker.com/static/forever/images/product/7c50c19be716686a8881259323b27867.256p.jpg,"27.0""",2560 x 1440,144 Hz,1 ms,TN,16:9,
Samsung Odyssey G9 Neo S49AG952N,https://pcpartpicker.com/product/cNxRsY/samsung-odyssey-g9-neo-s49ag952n-490-5120x1440-240-hz-monitor-ls49ag952nnxza,https://cdna.pcpartpicker.com/static/forever/images/product/c6fcac6db37eb233d14327846e128bd9.256p.jpg,"49.0""",5120 x 1440,240 Hz,1 ms,VA,32:9,
Samsung Odyssey G32A,https://pcpartpicker.com/product/xbPQzy/samsung-odyssey-g32a-240-1920x1080-165-hz-monitor-ls24ag320nnxza,https://cdna.pcpartpicker.com/static/forever/images/product/56ee04511cf02edadc5fac5946d765ac.256p.jpg,"24.0""",1920 x 1080,165 Hz,,VA,16:9,
Acer ED320QR Sbiipx,https://pcpartpicker.com/product/XPC48d/acer-ed320qr-sbiipx-315-1920x1080-165-hz-curved-monitor-umje0aas01,https://cdna.pcpartpicker.com/static/forever/images/product/12291addff284d1222e009c1ff8635ad.256p.jpg,"31.5""",1920 x 1080,165 Hz,,VA,16:9,
Acer Nitro XF240Y M3biiph,https://pcpartpicker.com/product/F2TZxr/acer-nitro-xf240y-m3biiph-238-1920-x-1080-180-hz-monitor-umqx0aa302,https://cdna.pcpartpicker.com/static/forever/images/product/ab943bc3da68660733edd8a1eb3859db.256p.jpg,"23.8""",1920 x 1080,180 Hz,,IPS,16:9,
Asus ROG Swift PG32UQR,https://pcpartpicker.com/product/n4grxr/asus-rog-swift-pg32uqr-320-3840-x-2160-144-hz-monitor-pg32uqr,https://cdna.pcpartpicker.com/static/forever/images/product/9ef689574cd244570dc3726c184329fa.256p.jpg,"32.0""",3840 x 2160,144 Hz,,IPS,16:9,
BenQ RD280U,https://pcpartpicker.com/product/LRvscf/benq-rd280u-282-3840-x-2560-60-hz-monitor-rd280u,https://m.media-amazon.com/images/I/41TsrV3FdDL.jpg,"28.2""",3840 x 2560,60 Hz,5 ms,IPS,3:2,569.99
MSI PRO MP253W,https://pcpartpicker.com/product/kFCCmG/msi-pro-mp253w-245-1920-x-1080-100-hz-monitor-pro-mp253w,https://m.media-amazon.com/images/I/41f8gbSgKbL.jpg,"24.5""",1920 x 1080,100 Hz,4 ms,IPS,16:9,117.12
Lenovo Legion Y27q-20,https://pcpartpicker.com/product/hs848d/lenovo-legion-y27q-20-270-2560x1440-165-hz-monitor-65eegac1us,https://cdna.pcpartpicker.com/static/forever/images/product/c58e3ac84151191d72582e4315355cd6.256p.jpg,"27.0""",2560 x 1440,165 Hz,,IPS,16:9,
HP OMEN 27k,https://pcpartpicker.com/product/RgFmP6/hp-omen-27k-270-3840-x-2160-144-hz-monitor-780g8aaaba,https://cdna.pcpartpicker.com/static/forever/images/product/03030793c9a33dc6eaafccbad55f0b62.256p.jpg,"27.0""",3840 x 2160,144 Hz,1 ms,IPS,16:9,609.99
AOC Q27V3,https://pcpartpicker.com/product/8PKscf/aoc-q27v3-270-2560-x-1440-75-hz-monitor-q27v3,https://m.media-amazon.com/images/I/31OKQ00PxpL.jpg,"27.0""",2560 x 1440,75 Hz,5 ms,IPS,16:9,149.99
AOC 24G2SPAE/BK,https://pcpartpicker.com/product/QpDQzy/aoc-24g2spaebk-238-1920-x-1080-165-hz-monitor-24g2spaebk,https://cdna.pcpartpicker.com/static/forever/images/product/ab5a5d72966546752853d98b25917f93.256p.jpg,"23.8""",1920 x 1080,165 Hz,,IPS,16:9,
MSI PRO MP273QP E2,https://pcpartpicker.com/product/vpDnTW/msi-pro-mp273qp-e2-270-2560-x-1440-100-hz-monitor-pro-mp273qp-e2,https://cdna.pcpartpicker.com/static/forever/images/product/1765f768dd8b6e5169ad2489aa2a250a.256p.jpg,"27.0""",2560 x 1440,100 Hz,4 ms,IPS,16:9,199.99
LG 32GK650F-B,https://pcpartpicker.com/product/LyCD4D/lg-32gk650f-b-320-2560x1440-144-hz-monitor-32gk650f-b,https://cdna.pcpartpicker.com/static/forever/images/product/7d2f40657f408bcaec611b8d03e92d19.256p.jpg,"32.0""",2560 x 1440,144 Hz,5 ms,VA,16:9,
BenQ EL2870U,https://pcpartpicker.com/product/YWPKHx/benq-el2870u-280-3840x2160-60hz-monitor-el2870u,https://cdna.pcpartpicker.com/static/forever/images/product/6bbf788ef6a6802a3c86547b19bf4f4d.256p.jpg,"28.0""",3840 x 2160,60 Hz,1 ms,TN,16:9,
Dell S2721QS,https://pcpartpicker.com/product/xGmFf7/dell-s2721qs-270-3840x2160-60-hz-monitor-s2721qs,https://m.media-amazon.com/images/I/31eoGrG9UPL.jpg,"27.0""",3840 x 2160,60 Hz,4 ms,IPS,16:9,
Asus VG279Q1A,https://pcpartpicker.com/product/Cn3mP6/asus-vg279q1a-270-1920x1080-165-hz-monitor-vg279q1a,https://cdna.pcpartpicker.com/static/forever/images/product/da23f8f3e02708951a4a2bdf5253bb90.256p.jpg,"27.0""",1920 x 1080,165 Hz,,IPS,16:9,192.33
Dell U2412M,https://pcpartpicker.com/product/pvJwrH/dell-monitor-m2gcr,https://cdna.pcpartpicker.com/static/forever/images/product/f33b0a59d69aa86fc10da185eaf4065e.256p.jpg,"24.0""",1920 x 1200,60 Hz,8 ms,IPS,16:10,
Samsung C27F591,https://pcpartpicker.com/product/ZpH48d/samsung-monitor-c27f591,https://cdna.pcpartpicker.com/static/forever/images/product/333dc728c2bc7c08351725f64d9a6221.256p.jpg,"27.0""",1920 x 1080,60 Hz,4 ms,VA,16:9,
Samsung S24F350FH,https://pcpartpicker.com/product/r7p323/samsung-s24f350fh-235-60hz-monitor-s24f350fh,https://cdna.pcpartpicker.com/static/forever/images/product/1fb2c46458568b90717b96013614f929.256p.jpg,"23.5""",1920 x 1080,60 Hz,4 ms,PLS,16:9,
AOC CQ27G2,https://pcpartpicker.com/product/Gxstt6/aoc-cq27g2-270-2560x1440-144-hz-monitor-cq27g2,https://m.media-amazon.com/images/I/51a7Df+7ozL.jpg,"27.0""",2560 x 1440,144 Hz,,VA,16:9,
Eizo FlexScan EV2730Q,https://pcpartpicker.com/product/XWjBD3/eizo-flexscan-ev2730q-265-1920x1920-60-hz-monitor-ev2730qfx-bk,https://cdna.pcpartpicker.com/static/forever/images/product/8958d02c34d8b4f1c217be924aad4e3a.256p.jpg,"26.5""",1920 x 1920,60 Hz,5 ms,IPS,1:1,
Acer XZ322QU Sbmiipphx,https://pcpartpicker.com/product/QZpzK8/acer-xz322qu-sbmiipphx-315-2560x1440-165-hz-curved-monitor-umjx2aas01,https://cdna.pcpartpicker.com/static/forever/images/product/6b3c6e33f8077eef5f5bc2d56510a5a8.256p.jpg,"31.5""",2560 x 1440,165 Hz,,VA,16:9,
